Metric,Correlation,P-value
cSIL,0.2619898607578611,0.1867947312627822
GD43,0.3542530147638881,0.0698381384050229
GD53,0.00653838452379,0.9741793263985988
PS,0.1164043882673458,0.563125450835077
rCIP,0.4453919550354568,-0.0199024358356148
WB,0.3239137218412792,-0.0993023512882961
XB,0.4621548209275692,-0.0152243225962777
SSE,0.1317536555072623,-0.5124147747041314
RS,0.2254160975408088,0.2582664804349793
DH,0.2688583251041975,-0.1750841789691653
B,0.2602540075495287,-0.1898382453238085
BH,0.1467050769416273,-0.465270460286584
D,0.2744740738256215,0.1658992287434455
H,0.3618006854556618,-0.0636817213897728
DBCV,0.6114229974001548,0.0007030868857065
I,0.3293859357050223,0.09339733494329
C,0.4033804356381268,-0.036939173855309
CDbw,-0.1700753977715243,0.3963686238593468
VIASCKDE,0.2277296946840502,0.2532816203354795
COP,-0.1116600624758209,-0.5792454950171368
Sym,0.2489905512650932,0.2104205413453018
CS,0.2573047215831265,-0.19508757642601
SF,0.4085273837670001,0.0343761145184754
SD,0.3782386964399037,-0.0517324987363921
SDbw,0.3178822536778162,-0.1061298956306703
XB*,0.2277847838893151,-0.253163697530386
S,0.5930547149174377,0.00111335235154
DB,0.4693999108576781,-0.0135050891218385
CH,0.4258365287962584,0.0267836198023218
AD-S,0.6538048085452424,0.0002168945891577
AD-DB,0.4749022702009901,-0.0123096929769644
AD-CH,0.2100230709064224,0.2930488407740508
AD-idea,-0.0222103234938335,0.9124406720406262
