,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.949,0.702,0.659,0.721,0.693,-0.059,0.039s
GD43 (↑),15.389,1.271,1.011,1.348,1.184,0.005,0.004s
GD53 (↑),0.263,0.483*,0.434*,0.477*,0.460*,0.462*,0.004s
PS (↑),3.191,1.729,1.842,1.908,1.902,0.967,0.004s
rCIP (↓),0.025,0.050,0.059,0.021*,0.039,31.367,0.006s
WB (↓),0.241,3.478,4.123,3.098,3.548,4707.126,0.004s
XB (↓),0.063,0.427,0.513,0.387,0.443,15918.898,0.004s
SSE (↓),42.059,1689.750,1792.084,1617.328,1701.973,2653.010,0.001s
RS (↑),0.763,-0.263,-0.332,-0.214,-0.275,-13.950,0.001s
DH (↓),0.110,0.627,0.647,0.605,0.634,0.997,0.298s
B (↓),0.015,0.840,1.022,0.774,0.885,293.041,0.001s
BH (↓),2.804,844.875,896.042,808.664,850.987,176.867,0.001s
D (↑),0.236,0.229,0.199,0.261*,0.197,0.010,0.018s
H (↓),0.764,0.596*,0.669*,0.557*,0.612*,14.991,0.001s
DBCV (↑),0.100,-0.990,-1.000,-0.991,-0.972,-1.000,71.053s
I (↑),1.541,0.328,0.280,0.365,0.305,0.000,0.001s
C (↓),0.002,0.214,0.237,0.190,0.219,0.506,0.815s
CDbw (↑),0.205,0.008,0.005,0.003,0.004,0.007,6.099s
VIASCKDE (↑),0.778,0.771,0.763,0.782*,0.778,-0.469,0.703s
COP (↓),0.102,0.395,0.397,0.430,0.403,0.598,0.040s
Sym (↑),0.022,0.001,0.001,0.003,0.003,0.000,0.009s
CS (↓),0.815,1.654,2.003,1.609,1.692,105.853,0.030s
SF (↑),0.293,0.316*,0.310*,0.325*,0.309*,0.000,0.004s
SD (↓),35589075.262,1395376680.912,1477437331.257,1578017502.266,1628308700.335,2201381592.791,0.998s
SDbw (↓),0.047,1.471,1.415,1.632,1.620,2.899,0.011s
XB* (↓),0.089,0.442,0.592,0.406,0.482,16435.082,0.005s
S (↑),0.708,0.349,0.332,0.379,0.346,-0.039,0.436s
DB (↓),0.368,1.198,1.292,1.137,1.245,111.575,0.002s
CH (↑),22175.993,2874.169,2424.644,3226.677,2817.633,1.135,0.001s
ED-S (↑),0.733,0.376,0.187,0.231,0.289,-0.407,131.532s
ED-DB (↓),0.552,1.315,1.027,1.078,2.815,20.840,14.029s
ED-CH (↑),6063.353,3506.756,2392.689,2443.237,6178.975*,83.975,13.918s
MST-S (↑),0.723,0.173,0.015,0.126,0.022,-0.073,205.066s
MST-DB (↓),0.574,1.574,3.240,1.626,1.790,6.147,29.178s
MST-CH (↑),2200.103,4401.471*,2910.981*,4428.373*,4099.297*,186.874,28.352s
