,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.959,0.382,0.933,0.923,0.914,-0.014,0.001s
GD43 (↑),6.857,0.438,3.533,3.351,3.339,0.071,0.001s
GD53 (↑),0.238,0.432*,0.390*,0.419*,0.459*,0.444*,0.000s
PS (↑),1.634,1.838*,1.868*,1.899*,1.963*,1.667*,0.000s
rCIP (↓),0.000,0.163,0.029,0.031,0.043,1.903,0.000s
WB (↓),0.189,12.258,0.583,0.671,0.748,110.691,0.000s
XB (↓),0.051,1.525,0.073,0.084,0.093,58.008,0.000s
SSE (↓),5.269,76.587,20.099,22.382,24.244,86.733,0.000s
RS (↑),0.834,-0.700,0.555,0.501,0.456,-1.920,0.000s
DH (↓),0.170,0.806,0.304,0.323,0.340,0.970,0.000s
B (↓),0.040,3.089,0.147,0.170,0.190,25.466,0.000s
BH (↓),1.756,38.294,10.049,11.191,12.122,28.911,0.000s
D (↑),0.745,0.062,0.574,0.459,0.406,0.029,0.000s
H (↓),0.118,1.194,0.133,0.153,0.171,2.903,0.000s
DBCV (↑),0.845,-0.968,-0.826,-0.879,-0.909,-0.989,0.007s
I (↑),8.969,0.128,2.601,2.307,2.084,0.013,0.000s
C (↓),0.002,0.417,0.041,0.059,0.073,0.479,0.001s
CDbw (↑),0.226,0.028,0.051,0.033,0.044,0.023,0.010s
VIASCKDE (↑),0.573,0.344,0.483,0.475,0.460,-0.112,0.002s
COP (↓),0.208,0.466,0.300,0.310,0.317,0.521,0.001s
Sym (↑),0.470,0.021,0.145,0.117,0.093,0.006,0.000s
CS (↓),0.503,3.115,0.667,0.781,0.858,13.148,0.000s
SF (↑),0.530,0.228,0.475,0.460,0.447,0.096,0.000s
SD (↓),5792.113,88913.200,23320.496,26178.258,29665.390,102865.239,0.005s
SDbw (↓),0.188,2.029,0.895,0.943,1.002,2.886,0.001s
XB* (↓),0.079,1.766,0.093,0.100,0.102,62.792,0.000s
S (↑),0.733,0.144,0.647,0.617,0.595,-0.058,0.001s
DB (↓),0.365,2.173,0.478,0.511,0.541,11.304,0.001s
CH (↑),930.550,19.253,405.012,351.668,315.589,1.586,0.000s
