,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.919,0.271,0.918,0.885,0.901,0.000,0.002s
GD43 (↑),5.670,0.556,5.294,3.264,4.651,0.017,0.001s
GD53 (↑),0.490,0.499*,0.462,0.400,0.488,0.495*,0.001s
PS (↑),1.962,1.594,1.912,1.756,1.952,1.944,0.001s
rCIP (↓),0.007,0.186,0.008,0.045,0.025,0.730,0.001s
WB (↓),0.704,22.674,0.713,1.071,0.882,20887.876,0.001s
XB (↓),0.088,2.689,0.089,0.132,0.110,2610.736,0.001s
SSE (↓),165.440,583.926,166.952,221.650,194.392,635.371,0.000s
RS (↑),0.479,-0.838,0.476,0.325,0.388,-1.000,0.001s
DH (↓),0.357,0.866,0.358,0.406,0.386,1.000,0.032s
B (↓),0.176,5.122,0.178,0.261,0.221,5226.340,0.000s
BH (↓),82.720,291.963,83.476,110.825,97.196,317.686,0.000s
D (↑),0.335,0.087,0.307,0.229,0.197,0.010,0.003s
H (↓),0.162,1.458,0.163,0.225,0.198,1.999,0.000s
DBCV (↑),-0.883,-0.973,-0.936,-0.985,-0.977,-0.991,14.027s
I (↑),1.027,0.031,1.017,0.751,0.878,0.000,0.000s
C (↓),0.029,0.434,0.032,0.093,0.060,0.500,0.110s
CDbw (↑),0.015,0.024*,0.010,0.011,0.006,0.010,0.395s
VIASCKDE (↑),0.736,0.656,0.746*,0.721,0.726,0.008,0.124s
COP (↓),0.219,0.309,0.217*,0.226,0.185*,0.325,0.014s
Sym (↑),0.036,0.006,0.037*,0.019,0.021,0.000,0.004s
CS (↓),0.952,4.861,0.946*,1.269,1.255,149.457,0.006s
SF (↑),0.489,0.306,0.488,0.468,0.478,0.290,0.001s
SD (↓),53601.902,189195.268,53963.063,72276.090,64610.593,221876.878,0.168s
SDbw (↓),0.889,2.454,0.894,1.114,1.019,2.954,0.002s
XB* (↓),0.090,2.693,0.096,0.165,0.113,2636.647,0.001s
S (↑),0.627,0.130,0.624,0.551,0.588,-0.001,0.054s
DB (↓),0.529,3.053,0.531,0.609,0.572,95.982,0.001s
CH (↑),5531.140,171.738,5463.447,3634.720,4417.379,0.186,0.000s
ED-S (↑),0.450,-0.009,0.439,0.395,0.424,-0.015,6.818s
ED-DB (↓),1.117,2.021,1.120,1.151,1.197,9.616,2.245s
ED-CH (↑),3002.393,1983.710,2988.795,2684.047,2953.221,200.502,2.250s
MST-S (↑),0.517,0.003,0.511,0.444,0.493,0.001,0.184s
MST-DB (↓),0.994,1.872,1.001,1.079,1.022,6.715,0.187s
MST-CH (↑),3312.154,1849.863,3269.229,2951.070,3218.693,287.122,0.289s
idea (↑),0.826,0.773,0.801,0.748,0.788,0.053,0.332s
