,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.628,0.540,0.758*,0.689*,0.699*,0.001,0.007s
GD43 (↑),1.729,1.378,2.454*,1.892*,2.092*,0.044,0.001s
GD53 (↑),0.489,0.494*,0.468,0.466,0.479,0.493*,0.002s
PS (↑),1.952,1.572,1.576,1.460,1.819,1.921,0.002s
rCIP (↓),0.515,0.226*,0.201*,0.227*,0.223*,0.871,0.004s
WB (↓),4.729,7.268,2.766*,4.202*,3.468*,5184.884,0.001s
XB (↓),0.591,0.855,0.326*,0.466*,0.431*,647.806,0.003s
SSE (↓),274.012,305.755,226.272*,264.158*,247.290*,389.737,0.001s
RS (↑),-0.406,-0.563,-0.135*,-0.305*,-0.264*,-0.999,0.001s
DH (↓),0.725,0.744,0.594*,0.649*,0.644*,0.999,0.108s
B (↓),1.183,1.616,0.617*,0.838*,0.857*,1296.281,0.001s
BH (↓),137.006,152.877,113.136*,132.079*,123.645*,194.869,0.000s
D (↑),0.003,0.106*,0.151*,0.146*,0.139*,0.002,0.014s
H (↓),0.743,0.920,0.483*,0.618*,0.600*,1.997,0.001s
DBCV (↑),-0.994,-0.994,-0.990*,-0.988*,-0.979*,-0.997,17.089s
I (↑),0.082,0.059,0.148*,0.107*,0.115*,0.000,0.001s
C (↓),0.310,0.332,0.210*,0.272*,0.244*,0.500,0.652s
CDbw (↑),0.020,0.013,0.016,0.012,0.006,0.009,0.210s
VIASCKDE (↑),0.267,0.682*,0.708*,0.701*,0.691*,-0.006,0.205s
COP (↓),0.261,0.252*,0.232*,0.256*,0.239*,0.292,0.022s
Sym (↑),0.011,0.008,0.011,0.009,0.009,0.000,0.006s
CS (↓),2.482,3.229,1.865*,2.321*,2.347*,83.636,0.018s
SF (↑),0.414,0.406,0.440*,0.427*,0.429*,0.367,0.002s
SD (↓),1044068.090,1161362.325,843307.323*,1063679.372,1025250.083*,1490870.066,0.289s
SDbw (↓),2.330,2.208*,1.824*,1.950*,2.205*,2.955,0.005s
XB* (↓),0.605,0.864,0.348*,0.500*,0.450*,657.410,0.001s
S (↑),0.236,0.243*,0.371*,0.309*,0.330*,-0.000,0.188s
DB (↓),1.369,1.601,1.003*,1.169*,1.153*,45.476,0.004s
CH (↑),857.611,558.034,1466.427*,965.261*,1169.433*,0.782,0.001s
MST-S (↑),0.010,0.015*,0.024*,0.013*,0.020*,0.001,0.568s
MST-DB (↓),2.670,2.704,2.712,2.735,2.651*,8.427,0.646s
MST-CH (↑),1497.242,1453.846,1422.664,1488.928,1440.137,235.417,0.983s
