,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.867,0.361,0.872*,0.818,0.832,0.000,0.002s
GD43 (↑),3.938,0.778,3.780,2.458,3.143,0.020,0.001s
GD53 (↑),0.490,0.499*,0.455,0.422,0.485,0.487,0.001s
PS (↑),1.959,1.571,1.815,1.634,1.911,1.930,0.000s
rCIP (↓),0.066,0.199,0.052*,0.123,0.103,0.775,0.001s
WB (↓),1.232,15.040,1.190*,1.908,1.617,17777.532,0.001s
XB (↓),0.154,1.768,0.148*,0.229,0.202,2221.551,0.001s
SSE (↓),200.944,465.165,196.614*,257.333,235.648,526.961,0.000s
RS (↑),0.237,-0.764,0.260*,0.068,0.107,-0.999,0.000s
DH (↓),0.457,0.830,0.447*,0.511,0.498,0.999,0.032s
B (↓),0.308,3.342,0.294*,0.442,0.404,4446.262,0.000s
BH (↓),100.472,232.583,98.307*,128.666,117.824,263.481,0.000s
D (↑),0.165,0.091,0.239*,0.190*,0.174*,0.005,0.004s
H (↓),0.267,1.277,0.255*,0.356,0.336,1.999,0.001s
DBCV (↑),-0.966,-0.986,-0.972,-0.974,-0.978,-0.985,14.918s
I (↑),0.455,0.038,0.471*,0.322,0.364,0.000,0.000s
C (↓),0.090,0.405,0.084*,0.167,0.133,0.500,0.129s
CDbw (↑),0.018,0.014,0.006,0.006,0.012,0.011,0.367s
VIASCKDE (↑),0.638,0.665*,0.736*,0.717*,0.718*,-0.001,0.135s
COP (↓),0.232,0.284,0.224*,0.239,0.215*,0.312,0.015s
Sym (↑),0.025,0.007,0.024,0.014,0.015,0.000,0.004s
CS (↓),1.264,4.182,1.208*,1.559,1.590,143.650,0.007s
SF (↑),0.460,0.346,0.463*,0.442,0.447,0.322,0.001s
SD (↓),143252.175,331378.231,138990.033*,186411.552,177588.758,392676.170,0.164s
SDbw (↓),1.439,2.367,1.373*,1.609,1.626,2.979,0.002s
XB* (↓),0.157,1.773,0.162,0.272,0.208,2281.361,0.001s
S (↑),0.514,0.163,0.524*,0.433,0.465,-0.001,0.058s
DB (↓),0.699,2.404,0.685*,0.810,0.781,86.670,0.001s
CH (↑),3245.444,265.950,3360.967*,2096.026,2472.954,0.225,0.001s
ED-S (↑),0.183,-0.028,0.184*,0.164,0.173,-0.039,7.068s
ED-DB (↓),1.857,2.162,1.856*,1.535*,1.771*,5.530,2.199s
ED-CH (↑),1977.384,1763.206,1994.906*,2080.278*,1942.180,1162.047,2.285s
MST-S (↑),0.113,-0.020,0.107,0.091,0.114*,0.001,0.217s
MST-DB (↓),2.095,2.085*,2.105,2.122,2.092*,3.267,0.198s
MST-CH (↑),1874.988,1830.340,1867.166,1854.902,1878.859*,1522.810,0.321s
idea (↑),0.337,0.444*,0.383*,0.378*,0.353*,0.071,0.400s
