,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.928,0.622,0.622,0.881,0.687,-0.018,0.002s
GD43 (↑),6.373,0.914,0.914,2.281,1.140,0.025,0.000s
GD53 (↑),0.464,0.375,0.375,0.377,0.413,0.479*,0.001s
PS (↑),2.637,1.905,1.905,1.467,1.627,2.534,0.001s
rCIP (↓),0.022,0.066,0.066,0.000*,0.035,1.166,0.001s
WB (↓),0.500,4.490,4.490,1.382,3.833,4571.473,0.001s
XB (↓),0.090,0.561,0.561,0.154,0.460,836.134,0.001s
SSE (↓),62.005,300.262,300.262,177.370,285.194,433.716,0.000s
RS (↑),0.571,-0.369,-0.369,0.314,-0.244,-2.000,0.000s
DH (↓),0.289,0.627,0.627,0.381,0.587,0.998,0.010s
B (↓),0.111,1.123,1.123,0.278,0.885,1025.869,0.000s
BH (↓),20.668,150.131,150.131,88.685,142.597,144.572,0.000s
D (↑),0.260,0.165,0.165,0.275*,0.181,0.044,0.001s
H (↓),0.217,0.694,0.694,0.221,0.596,2.995,0.000s
DBCV (↑),-0.355,-0.982,-0.982,0.362*,-0.987,-0.995,2.576s
I (↑),1.354,0.220,0.220,0.820,0.268,0.000,0.000s
C (↓),0.018,0.258,0.258,0.067,0.246,0.520,0.033s
CDbw (↑),0.034,0.011,0.011,0.048*,0.013,0.016,0.005s
VIASCKDE (↑),0.679,0.636,0.636,0.687*,0.657,-0.128,0.035s
COP (↓),0.232,0.323,0.323,0.243,0.327,0.447,0.007s
Sym (↑),0.048,0.010,0.010,0.043,0.011,0.000,0.002s
CS (↓),0.852,2.175,2.175,1.103,1.906,64.594,0.002s
SF (↑),0.443,0.332,0.332,0.441,0.350,0.140,0.001s
SD (↓),1264362.609,6161339.954,6161339.954,3615203.382,6640616.283,8959226.947,0.026s
SDbw (↓),0.485,1.656,1.656,0.900,2.030,2.793,0.001s
XB* (↓),0.095,0.748,0.748,0.204,0.557,860.993,0.001s
S (↑),0.648,0.344,0.344,0.572,0.371,-0.012,0.014s
DB (↓),0.493,1.334,1.334,0.625,1.163,50.589,0.001s
CH (↑),2990.735,444.517,444.517,1443.973,520.732,0.327,0.000s
