,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.892,0.814,0.510,0.790,0.716,-0.062,0.087s
GD43 (↑),9.396,1.958,0.799,1.614,1.157,0.004,0.008s
GD53 (↑),0.350,0.457*,0.496*,0.426*,0.408*,0.428*,0.006s
PS (↑),3.417,1.904,1.578,1.757,1.666,1.210,0.006s
rCIP (↓),2.086,0.037*,0.081*,0.052*,0.062*,66.052,0.014s
WB (↓),0.389,1.831,8.174,2.179,3.301,4556.215,0.007s
XB (↓),0.207,0.229,0.963,0.269,0.400,29629.254,0.007s
SSE (↓),28.522,714.278,1200.685,779.198,930.593,1487.950,0.002s
RS (↑),0.618,0.047,-0.603,-0.019,-0.186,-18.904,0.002s
DH (↓),0.128,0.520,0.747,0.550,0.606,0.995,0.354s
B (↓),0.019,0.457,1.824,0.531,0.777,219.341,0.003s
BH (↓),1.426,357.139,600.342,389.599,465.296,74.398,0.001s
D (↑),0.111,0.236*,0.119*,0.240*,0.234*,0.001,0.030s
H (↓),2.169,0.371*,0.980*,0.413*,0.542*,19.979,0.003s
DBCV (↑),-0.327,-0.991,-0.976,-0.951,-0.988,-0.991,33.200s
I (↑),0.646,0.570,0.135,0.488,0.331,0.000,0.019s
C (↓),0.009,0.124,0.335,0.164,0.232,0.455,2.002s
CDbw (↑),0.154,0.003,0.007,0.021,0.003,0.009,2.549s
VIASCKDE (↑),0.685,0.759*,0.742*,0.777*,0.760*,-0.522,1.094s
COP (↓),0.117,0.320,0.311,0.303,0.299,0.384,0.100s
Sym (↑),0.022,0.005,0.002,0.007,0.003,0.000,0.037s
CS (↓),1.029,1.337,2.703,1.364,1.605,94.879,0.082s
SF (↑),0.173,0.375*,0.285*,0.363*,0.338*,0.000,0.034s
SD (↓),5592552.525,121674058.602,203300672.798,135813112.210,171602616.145,254430800.138,1.996s
SDbw (↓),0.125,1.431,2.026,1.644,1.863,2.684,0.026s
XB* (↓),0.249,0.250,0.971,0.315,0.491,32330.667,0.011s
S (↑),0.557,0.452,0.236,0.406,0.347,-0.069,0.766s
DB (↓),0.595,0.868,1.769,0.930,1.114,120.666,0.056s
CH (↑),8061.328,3274.704,733.584,2752.084,1816.627,0.688,0.003s
MST-S (↑),0.412,0.439*,0.022,0.391,0.342,0.001,1.761s
MST-DB (↓),1.219,1.012*,3.957,1.070*,1.059*,15.878,1.754s
MST-CH (↑),576.206,3709.934*,1470.468*,3791.515*,3967.999*,29.301,3.803s
