,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.763,0.669,0.669,0.716,0.652,-0.063,0.136s
GD43 (↑),2.386,1.441,1.441,1.878,1.460,0.006,0.010s
GD53 (↑),0.098,0.442*,0.442*,0.494*,0.469*,0.444*,0.014s
PS (↑),3.788,1.754,1.754,1.948,1.948,2.046,0.012s
rCIP (↓),18.399,0.105*,0.105*,0.095*,0.100*,58.928,0.018s
WB (↓),1.608,4.016,4.016,3.171,4.261,7944.168,0.014s
XB (↓),0.389,0.495,0.495,0.396,0.533,20818.176,0.013s
SSE (↓),137.872,950.599,950.599,873.194,969.077,1421.286,0.001s
RS (↑),-0.461,-0.312*,-0.312*,-0.226*,-0.362*,-13.984,0.002s
DH (↓),0.268,0.654,0.654,0.623,0.667,0.998,0.440s
B (↓),0.100,0.977,0.977,0.793,1.065,486.192,0.001s
BH (↓),9.191,475.299,475.299,436.597,484.538,94.752,0.002s
D (↑),0.014,0.171*,0.171*,0.160*,0.156*,0.002,0.049s
H (↓),3.416,0.651*,0.651*,0.568*,0.695*,14.991,0.002s
DBCV (↑),-0.969,-0.993,-0.993,-0.998,-0.998,-0.999,7.620s
I (↑),0.113,0.150*,0.150*,0.187*,0.142*,0.000,0.002s
C (↓),0.061,0.246,0.246,0.208,0.249,0.471,1.619s
CDbw (↑),0.074,0.004,0.004,0.003,0.009,0.015,0.076s
VIASCKDE (↑),0.340,0.697*,0.697*,0.695*,0.687*,-0.435,1.476s
COP (↓),0.155,0.236,0.236,0.224,0.267,0.379,0.084s
Sym (↑),0.005,0.005,0.005,0.006*,0.005,0.000,0.017s
CS (↓),1.983,2.029,2.029,1.996,2.207,122.149,0.087s
SF (↑),0.139,0.378*,0.378*,0.388*,0.376*,0.001,0.010s
SD (↓),621483444.486,4058787397.625,4058787397.625,4190124457.029,4909332799.077,6205204325.350,0.964s
SDbw (↓),0.469,1.833,1.833,1.782,2.032,2.870,0.015s
XB* (↓),0.787,0.560*,0.560*,0.401*,0.568*,21982.397,0.009s
S (↑),0.321,0.321,0.321,0.354*,0.316,-0.035,0.567s
DB (↓),0.886,1.276,1.276,1.154,1.322,118.509,0.003s
CH (↑),3321.509,2488.863,2488.863,3152.535,2346.105,0.672,0.001s
