,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.993,0.746,0.854,0.867,0.919,-0.012,0.001s
GD43 (↑),43.819,0.928,1.716,1.199,1.806,0.013,0.001s
GD53 (↑),0.478,0.450,0.465,0.337,0.339,0.484*,0.001s
PS (↑),2.624,1.364,1.645,1.463,1.463,2.246,0.001s
rCIP (↓),0.000,0.045,0.014,0.000,0.000,0.549,0.001s
WB (↓),0.046,3.572,1.444,1.594,0.965,5533.897,0.001s
XB (↓),0.008,0.365,0.174,0.177,0.107,1429.580,0.001s
SSE (↓),15.160,645.393,422.058,446.554,327.572,1006.192,0.000s
RS (↑),0.955,-0.177,0.176,0.327,0.504,-1.998,0.000s
DH (↓),0.089,0.463,0.377,0.297,0.245,0.999,0.008s
B (↓),0.010,0.618,0.337,0.320,0.193,1231.427,0.000s
BH (↓),5.053,322.697,211.029,223.277,163.786,335.397,0.000s
D (↑),1.532,0.287,0.403,0.626,0.727,0.185,0.001s
H (↓),0.022,0.498,0.292,0.214,0.142,2.998,0.000s
DBCV (↑),0.989,-1.000,-0.999,0.024,0.769,-1.000,77.013s
I (↑),41.399,0.901,1.696,1.822,3.003,0.000,0.000s
C (↓),0.000,0.195,0.089,0.091,0.007,0.567,0.031s
CDbw (↑),0.753,0.011,0.012,0.172,1.285*,0.006,3.084s
VIASCKDE (↑),0.814,0.738,0.778,0.819*,0.818*,-0.169,0.040s
COP (↓),0.127,0.300,0.356,0.322,0.305,0.447,0.008s
Sym (↑),0.376,0.002,0.006,0.104,0.131,0.000,0.002s
CS (↓),0.279,1.666,1.060,0.710,0.593,75.714,0.002s
SF (↑),0.635,0.298,0.349,0.410,0.469,0.052,0.001s
SD (↓),1013217.693,37248616.865,35144659.585,28692105.648,21232436.445,62227510.548,0.071s
SDbw (↓),0.016,0.608,0.691,0.560,0.341,2.628,0.002s
XB* (↓),0.008,0.405,0.187,0.263,0.158,1460.206,0.001s
S (↑),0.894,0.446,0.568,0.615,0.695,-0.012,0.022s
DB (↓),0.148,0.918,0.730,0.579,0.455,69.457,0.001s
CH (↑),32572.901,558.203,1381.153,1250.698,2067.113,0.270,0.000s
ED-S (↑),0.975,0.586,0.761,0.672,0.824,-0.140,2.848s
ED-DB (↓),0.051,0.525,0.385,0.370,0.277,22.553,1.079s
ED-CH (↑),11987.835,876.293,2820.745,2431.001,3204.895,31.903,1.045s
MST-S (↑),0.978,0.592,0.747,0.464,0.813,-0.154,1.641s
MST-DB (↓),-inf,-inf,-inf,-inf,-inf,-inf,0.602s
MST-CH (↑),19460.032,1019.200,2940.656,2333.398,3516.888,28.557,0.552s
MST2-S (↑),0.978,0.592,0.747,0.464,0.813,-0.154,1.280s
MST2-DB (↓),-inf,-inf,-inf,-inf,-inf,-inf,0.520s
MST2-CH (↑),19460.032,1019.200,2940.656,2333.398,3516.888,28.557,0.777s
idea (↓),0.201,1.105,0.834,0.852,0.489,25.349,0.382s
