Metric,Correlation,P-value
cSIL,,
GD43,,
GD53,,
PS,,
rCIP,,
WB,,
XB,,
SSE,0.36573749799030986,0.37294126838368336
RS,,
DH,0.40769984287097716,0.31604810431466845
B,0.5809722570907407,0.1309752081296104
BH,-0.03694327808422335,0.9307943532868583
D,-0.28202264514963865,0.4985774654088013
H,,
DBCV,-0.3991618373675112,0.32726977395059187
I,0.40612305804064264,0.318106582089945
C,-0.3988887168003553,0.32763178281738065
VIASCKDE,0.2146604419001979,0.6097049534228512
COP,0.066412858087544,0.8758415628993537
Sym,0.1701373370799075,0.6870951788509136
CS,0.7265666847484286,0.0412007099376459
SF,0.19249181231649923,0.6478942700255745
SD,0.37249637153916104,0.363486480342095
SDbw,-0.7679028802039684,0.12945203926275278
XB*,-0.11053410645937907,0.7944304658679491
S,0.3538401050366948,0.3898470113809206
DB,0.7149321474988442,0.046238006548290536
CH,0.4862714030263061,0.22177483000056963
AD-S,-0.3421299910675096,0.4068075434689905
AD-DB,0.2417127797621177,0.5641317384803832
AD-CH,0.7261949397026044,0.04135623944174565
AD-idea,-0.4570649880319073,0.2548787085985043
