Metric,Correlation,P-value
cSIL,0.3998004790608122,0.32642401635622387
GD43,0.16658238266211084,0.6933881909076482
GD53,0.39625241478595336,0.33113571681697873
PS,0.4252757949991601,0.2935352802563862
rCIP,-0.3285385154652949,0.42688197286086615
WB,-0.8447350298908732,0.008301680462380086
XB,-0.5208283050679228,0.18567659972210873
SSE,-0.33752813804179055,0.4135581737835082
RS,0.6477860780668129,0.08241167372211626
DH,-0.02848013295293729,0.9466286196213456
B,-0.2068555746489815,0.6230677598082002
BH,-0.2755775895969336,0.5088562521643663
D,-0.08566453536098276,0.8401630683701441
H,-0.37527171403828347,0.3596358917113379
DBCV,-0.03964721548734488,0.9257393361315647
I,-0.0059772560560754084,0.9887929118331893
C,-0.4310899728308923,0.2862646864569243
VIASCKDE,0.07526549724146613,0.8725869307393678
COP,-0.16984792091606055,0.6876069245468708
Sym,0.28139923553718227,0.49956819110500117
CS,-0.013570491160658595,0.974558452798224
SF,0.48247454173323123,0.22594527981905627
SD,-0.09680472722453844,0.8196219136401666
SDbw,-0.5753729645670429,0.23218032776630876
XB*,-0.4414190575337927,0.2735680985461949
S,0.357562723904326,0.3845216205678586
DB,-0.2653792694960624,0.5252823323395065
CH,0.2268123314632567,0.5890869039899198
AD-S,-0.035604098240694146,0.9332987113431057
AD-DB,-0.08204289578445946,0.8468584686726417
AD-CH,0.22763893566199325,0.5876929350918212
AD-idea,-0.329796171155453,0.4250071913910133
