,fuzzyx,line,dense,parabolic,ring,ring_noisy,ring_outliers,zigzag,zigzag_noisy,zigzag_outliers,mk1,mk2,smile,x1,x2,x3,aggregation,compound,jain,pathbased,spiral,r15,flame,lsun,target,twodiamonds,wingnut
B,0.655538817953239,-0.6207829623938039,-0.49628985483629656,-0.5599450896231424,-0.6373197703839749,-0.5817628772308978,0.051998343232034436,-0.3354049130488192,0.15588487836002324,-0.07891232788875405,0.26369237588052563,-0.5096946824440747,0.15453699950651015,0.32040946932177544,0.1664525978490909,0.758863371978852,0.5519823959905586,0.15456220716193225,-0.467663479085469,0.04521601095665797,-0.3545943303468178,0.6716409738390038,-0.32184063441399263,-0.07738223160029009,0.34465665203374246,-0.20267240158953995,-0.47616805250559324
BH,0.5157685635144417,-0.5704934248056959,-0.13617463676085462,-0.5242387877532598,-0.5981762307723651,0.06672552311395029,-0.16475880918516952,0.1864151048236859,0.7468078966641216,0.45019180534210423,0.3566466860318025,-0.3549354044642044,0.5346881181509653,0.1637886093940846,0.46750726519360497,0.6899891060378253,0.5789016449097264,0.3679814512983889,-0.3761469139580559,0.7213569731585799,-0.08013854671701612,0.7914133000473655,-0.1374069849140476,0.2769352077716927,-0.14844307596719933,-0.5424823881481262,-0.20165735200421434
D,0.41597495874140916,-0.8050385716820212,0.2620044070356967,0.43895245681009065,0.07556138162782301,0.3409492062466575,-0.23129384721391738,-0.2452578382255295,-0.008289201916666083,-0.21622698606711885,0.5105807992201141,-0.2790491067874149,0.36903808914941866,0.41001097966083605,-0.7338318387409871,-0.12344852905536731,0.2683403926238157,-0.059078674994493714,0.6352552791952183,-0.23291909552404033,-0.3213372378260967,-0.31534620608379743,0.31686100640249976,0.23399510668889825,0.3827834278411277,-0.18208320629304547,-0.002923990562045556
H,-0.1532719942440632,-0.7740749995587933,0.40463422393179876,0.6519341981676501,-0.8735578347472699,-0.6321585444389928,-0.4021902296500038,-0.6425708135854222,-0.7622944051428063,-0.6228494780743602,0.38806706114398426,-0.4287981572352099,-0.04389177223368797,0.25269762028011006,-0.4350521933830621,-0.5608508612055564,-0.21015902147954876,-0.5080792891379258,0.5657419541829649,-0.41862063791483056,-0.8175639703066542,-0.2824980885827935,0.3021904102610807,-0.14105888907107111,0.3485332763875517,0.7019854450043129,0.388177076362684
DBCV,-0.482228083930553,0.929534934211946,0.2439266047823963,0.00450345409322828,0.958331407479584,0.44452408836317275,0.8249406811653205,0.8840793691936149,0.5096383254622218,0.7596226466634327,-0.10881472258274848,0.17295816755392443,0.48550313821706653,0.7451383407790996,-0.44785701025998026,-0.4492893176224834,0.053725672344768556,0.1565647723523451,0.20955176542838727,0.14041146481292172,0.6038650760732269,0.04478741127279053,0.1727951097597708,0.4679532634613393,0.550249263735402,0.26029179338742614,0.31958440485015516
I,0.474877555951297,-0.6253696824634256,0.5665444823035893,-0.08657025066079606,-0.6892135418426294,-0.6449331140946756,-0.4775113150158166,-0.06529955885824022,0.5110431645282426,0.11108388848960969,0.715669847240377,-0.5640676893686044,0.010190804720290526,0.7867315395747981,0.37745034132803884,0.6077988646786128,0.3768537149011102,0.10638471360645395,-0.2793528151618621,0.2047386180384331,-0.6497218736832128,0.7390454516178796,-0.14249628464069866,0.041863776486390586,0.2687743215544685,0.4104283917927001,-0.1623032194560774
C,0.8495754002626299,-0.6293459821454941,0.0759000091700404,-0.09439282582061044,-0.5160684067084986,-0.2640456171914812,-0.11845577213520385,-0.36794807308361616,0.2523936525488184,-0.27805145061985453,0.956810447861995,-0.1536026751919929,0.553086889902045,0.9554809633411363,-0.1575390221239134,0.8225645145519813,0.6656582369828055,0.1607426153662941,-0.23061709449336135,0.3184326285854545,-0.16145023513515755,0.4912064973927976,-0.030694973169713827,0.37145059749697046,-0.014817930322169628,0.25728544256961305,-0.30086185614691874
CDbw,0.19991466781781958,0.28054972283470747,0.10983153257324915,-0.21796034795596533,0.0043295143497656926,0.5939162862902873,0.7570375401555798,0.7594218961436398,0.7630762906167986,0.2775807419595682,0.07294481492467814,-0.2615810448173689,0.5271261156624404,0.2036925445994327,0.4281138420834819,0.5177997060925098,0.23184556531596,0.3702805507094039,-0.05607182134011272,0.6124068915001784,0.24371804456812832,-0.1365809111353759,-0.01264181783158707,0.1545081701486432,0.39310145497182225,0.09929030708250666,-0.16794853206325605
VIASCKDE,0.5566235734336195,0.8868561757086508,0.5635352204171867,-0.25022716049251764,0.9622581629809218,0.7812840476696854,0.6023089608472422,0.871888273292472,0.6243800195881902,0.6840406329149163,0.41554008759086714,-0.057865783145806454,0.22755976562905236,0.8544141705336071,0.34265725738477637,0.799613355942093,-0.14294951766290445,-0.11649774947154401,0.5760774718275697,0.25704813479100563,0.1665846145205318,-0.4235823629842208,-0.011020447648328071,-0.1934573484751899,0.017328921418655406,0.5909436391762719,0.12256159943618483
COP,0.7452889982953851,0.06599292913396018,0.22167227096492817,-0.440442006333007,-0.8231628222828962,-0.6367388155019388,-0.5558900227180429,0.35844356806175554,0.6143435625352606,0.48216169969245704,0.2564593450491765,-0.27040563206592727,0.6965908031892764,0.47980130126216114,0.4414446281055687,0.8572879840550666,0.6035128030661514,-0.08209795688958722,-0.2678237516933525,0.1909896940981963,-0.37007539592383604,0.931323411164491,-0.18593362264206967,0.7125584535511009,-0.5174359649638591,-0.285155127177988,0.04905607808061325
Sym,0.7016279869151278,0.17398680421821308,0.21661295593814894,-0.5833933899763979,-0.677994392185976,-0.5979837142546212,0.7443469036261036,0.5746537363764695,0.14933186681532207,0.48736278850588777,0.4567779462906284,-0.42546019167173094,0.03879098541916466,0.7637505672639568,0.386896061270151,0.8116310352501627,0.7853405879207692,-0.09072624314913297,-0.40739818838964403,-0.2127019841395269,-0.5388564824230588,0.8009557846378519,-0.1869916973696389,0.5493056223255608,0.30708611491385224,0.7248424527139722,-0.5126869153577078
CS,0.41640485698734914,-0.620752249415158,-0.2172900439800243,-0.4897341557930655,-0.6741391214076873,-0.6149297668486787,0.29990738802297856,-0.2371675897432038,-0.0018940266292751958,0.07130936065164191,0.4571889932796229,-0.473533415295158,0.31347707906491196,0.41527489567470893,-0.2551800808714227,0.3867247501758564,0.41605494040688934,-0.22886755618542975,-0.3581818212601972,0.014700328975243844,-0.40914178979882987,-0.07186810377149801,-0.2140628705070857,-0.0066475039540683165,0.37182968060861515,-0.6036370351945101,-0.33433588597104447
SF,0.14683073694352572,-0.6001514654154638,0.13466163828600414,0.07804749808371719,0.030889614700723933,-0.7678808263420586,0.1487498188915678,-0.3092751768047731,-0.7200708187344108,-0.2304245367878262,0.25836394853987343,-0.2923987568246942,-0.22928569043555705,0.48651434842900426,-0.2945559121272316,-0.21550786947842412,-0.24027878492771726,-0.3193528524410329,-0.0013994837518923348,-0.5189652034893277,-0.8467444571190819,-0.31388426194940416,-0.2190600545380944,-0.39992507687861273,0.017679755774607633,0.4166447517292415,-0.10714576960359168
SD,0.46721696341719265,-0.5749724917112838,-0.44336473972503027,-0.7280876824195543,-0.6650192113688249,-0.5249418048063322,0.10630728506274754,0.06163188475499901,0.40229209728699217,0.22247445472452393,0.42335283085876024,-0.42953572360623704,0.5792517443770157,0.33721771544696505,0.22229348104166707,0.7552843304907221,0.6250828259152079,0.18076503610959319,-0.24630914033305093,0.1140404688425977,-0.3085489621183776,0.7804132271648021,-0.29063783528985854,0.14924917557689454,0.2506327602311861,-0.6263781292128009,-0.4520259445296025
SDbw,0.5431461488169262,-0.672242974897561,0.0557385871459966,-0.6409678245143986,-0.5004499136335714,-0.5490646689876673,-0.13699350141989275,-0.03777345057883542,0.4650584427779518,0.06860091817327821,0.639079974875614,-0.36075625160923314,0.6354682108775447,0.7896875449843388,0.1377427229107885,0.6908896132343728,0.7129009311166074,0.1740911085877904,-0.27906419125472975,0.21327144724128852,-0.23441825501484773,0.7246406189718521,-0.24895583284609843,0.25752515155103195,0.23764839864328574,-0.5237742851726009,-0.3859545463187155
XB*,0.7944442203855975,-0.8624735346753943,-0.055921451881863406,0.07891638266540883,-0.7392542529823882,-0.6688455767199565,-0.35518499869112974,-0.5445176367269359,-0.27584886350842514,-0.5718836475335872,0.44297421574017004,-0.3373258785670341,-0.10863592762062554,0.3842254602444985,-0.21739811896513428,0.37715128561608724,0.37768324956218363,-0.2895815045299222,-0.1743232204183214,-0.2618796921895756,-0.5239163128066384,-0.01721488823658262,0.11935412745324588,-0.04277274040206542,-0.012822874226037019,0.5311831357785453,-0.2186365794265014
S,0.885230234032138,-0.6970707431003017,0.4428542863560881,0.2547346520978494,-0.4129264319062089,-0.34433604033145904,-0.15216321361164373,-0.3896010936626549,0.14849254668509093,-0.27064550080365146,0.8172323591025197,-0.2238669307607747,0.13423823016036582,0.6594570675493825,-0.06638835298455134,0.6357919569487367,0.3421451635800302,-0.09061882147143735,-0.009027115895167947,-0.10993200571162831,-0.4098672841516151,0.7761625182527144,0.16127603720618225,0.15229318044192375,0.025246603292243906,0.6908875505972949,-0.0703425136066178
DB,0.6727146521782406,-0.6234788394985071,-0.19395244963552602,-0.25538834761621587,-0.6923015267644999,-0.6249298203439457,-0.26026426554679405,-0.3647711941255015,-0.020532953483276578,-0.4189094682550732,0.39616353924727027,-0.38841637369741006,0.27419615211740367,0.37998011050809427,-0.23685476545668274,0.4644241876957262,0.2983857634946978,-0.26930323168966486,-0.42174779949662666,-0.14460272309845273,-0.45790958993718556,0.14249812676875934,-0.16188233211289105,0.2885868197032393,0.1478845331639922,-0.032776904059106535,-0.3124558096674323
CH,0.8604522112675281,-0.6372380267781853,0.14233129196252153,0.10896781478566969,-0.6686271204098498,-0.30874994447340454,-0.16678750147632654,-0.3922763701990578,0.18781332940733353,-0.29761603647553003,0.8303894494988988,-0.21366472283637847,0.16401843033969357,0.8392152652702554,0.26238182537355503,0.8595901676643634,0.5105627766704557,-0.13117236489879985,-0.2412616392215284,-0.24206173734103478,-0.29364685149606257,0.8215193706285563,-0.011914992354755549,0.16312256704165157,-0.2385169922191367,0.34098682640676614,-0.24383276841646598
AD-S,0.010619155995401574,0.9434311892830508,0.6366723288455473,-0.19861668781106112,0.9257439794034186,0.3332158406272736,0.8211877203393699,0.7188573196853678,0.4861016116965735,0.6883178909154103,0.595208639546508,0.4886188588089995,0.39701434030950905,0.7620581881679364,-0.5507549444570771,0.30485503246464307,-0.12153923969644309,0.019385662116766664,0.7301102276667687,0.02037610800502941,0.43947336816006954,0.0814002553167411,0.12435121803444815,0.6718090519726803,0.5273844710260732,0.6855292391861797,0.7609264729637824
AD-DB,0.07645050184286076,0.9205470153404028,0.018718949334600034,-0.3829122160487013,0.6842711616384479,-0.5977604134151681,0.6566473410360809,0.2938349210138719,0.0558514906381887,0.5238248220359513,0.11133922397581825,0.40054083650496114,-0.016537048183046417,0.4718390321910227,0.0006829503207083028,0.41105193219870806,-0.062304883364600216,-0.04270403269106047,0.09862482900318201,-0.3638450316200458,0.12767654843161697,-0.29449742144474705,-0.11727308983691448,0.07402621371904024,0.7987946003603253,0.15576496819348984,0.4797451442634104
AD-CH,0.024590184406033704,0.8491786001340268,0.711787618011805,0.6491963177307742,0.9423957057663067,0.6616583697322913,0.514408210738486,0.2506119229103684,-0.5085956464487719,0.798484589862398,0.3138929649952829,0.2769001237885337,0.18360207239293727,0.5127065578232989,0.011200002832957658,-0.18749953328255675,0.013627822760673829,-0.2779109026870332,0.5216321638765118,-0.22898872741556733,0.29292415261205684,0.630381388071816,0.3935549127321657,0.26078527494996734,0.0614669683033137,0.8862306505085131,0.37867208149156184
AD-idea,0.3841596233048664,0.6669481089403044,0.23127760788439133,-0.3673022322763485,0.7731970359889242,0.5426456234498696,0.9086850361784201,0.8256059481781703,0.8537335632626061,0.5717978761643088,0.6280206023212225,-0.027020052054920682,0.558656975705235,0.583983865280469,0.18284882201069608,0.5215777882305224,0.3106681033032539,0.43617632001541873,0.14175958677948006,0.670344562140158,0.38471366816105695,0.6942858507903955,-0.19366313221042356,0.6858019542873764,0.7709326436826689,-0.7175235916849632,0.3821730741662745
