,fuzzyx,line,dense,parabolic,ring,ring_noisy,ring_outliers,zigzag,zigzag_noisy,zigzag_outliers,mk1,mk2,smile,x1,x2,x3,aggregation,compound,jain,pathbased,spiral,r15,flame,lsun,target,twodiamonds,wingnut
cSIL,0.3037736381375714,-0.7880017846465344,0.5160921910356984,0.17613709004640105,-0.7952461399079483,-0.753862138139049,-0.4922211796019572,-0.11980480173897494,0.20714881624333661,-0.2428627244639806,0.6941892933507671,-0.5135422135532184,0.17822521238724423,0.6496449738109191,-0.2395134209640723,0.27964288945196164,0.5152137663791233,0.5256559039148333,0.026566239857411175,0.6515926392788606,-0.4770272423893143,-0.015929001617078564,-0.21926854235420914,-0.10353176251148265,-0.6146784888108652,0.06386397390341453,0.3538717941872709
GD43,0.5874868601819762,-0.6818428781807403,0.335241512209644,0.008530798804050714,-0.7289299668491541,-0.5767161208587289,-0.5888876193183419,-0.11255531676956901,0.34907283382067966,-0.27842327532782735,0.8826235441619159,-0.617068206768984,0.036838670326152394,0.7577124865060806,-0.16856391828213593,0.546448566943616,0.11649007676539531,0.560244700437825,-0.2006554557450345,0.5022910318945798,-0.3878821630103293,0.6858924579552392,-0.2712142511073646,0.025670289788246366,-0.49207796552180966,0.08383735596909714,0.342671025598346
GD53,0.15772983663205667,0.023679837419646473,0.19023233452840504,0.4429619383126496,-0.36722552217266996,-0.09558405527144556,-0.30016572509919737,-0.5820141926667044,-0.3569722149512797,-0.5822309038734521,0.5751386790015186,-0.5790816307983905,-0.2410405354985609,-0.0693445087090024,-0.4065415731180059,-0.46507200392670484,-0.26226628474790487,0.5190273977232411,0.15744560153719833,-0.12779950540157411,-0.10637389789160336,0.6344352182996431,0.14965817282717983,-0.24827999795792552,0.4862967165723776,0.5914315730871744,0.20432776155333449
PS,0.3340823476696873,-0.25270086040097406,0.7083417413207078,0.36831778917325037,0.552223485382803,0.5903349533798804,0.004210333646290455,-0.3362626170652986,-0.21242226990691127,-0.42920116214229215,0.5860406480057719,-0.689982504235393,-0.22644354506640427,0.24746487301896553,-0.01833088613639834,0.2605988415586891,-0.09206960273459933,0.1562783948045811,-0.021934553916868157,0.19029686179240296,-0.208210482144727,0.7019319600577492,0.11166139956387092,0.03375948391764275,0.5128844484523509,0.22931753907953958,-0.15067166104452176
rCIP,-0.5221461203265076,0.5401176992955874,0.6806218274941102,0.5646312143568262,-0.3529248890852913,-0.41006136788366526,-0.1456607984448237,-0.2815246373122896,-0.1548503442929683,-0.5474399207897587,-0.042354155160244066,-0.5800042970106659,0.3814363720536129,0.6701697742138076,-0.27183323480150884,-0.37100579196534145,0.5190583912911424,0.49830083667918934,0.3693091117843569,0.2776845444298027,-0.41016164636475305,-0.22544474459364655,0.545610898579888,0.1925675513186677,0.010119455923754768,0.7818698801519561,0.34848571308732484
WB,0.6478238367610724,-0.6188321002756163,0.434469139520974,-0.37095149712981496,-0.6469815865992773,-0.32307219731269365,-0.5133750107782259,-0.10954869285296265,0.5239179439947391,-0.1146712514125728,0.814334252339776,-0.4132663718855192,-0.019225886371190593,0.8194133746851252,0.5603802741213505,0.8574566691611062,0.027880376672981516,0.14089619626951924,-0.32419985848240346,0.46288905483480597,-0.4257531671724873,0.8322719184252046,-0.30534979030783327,0.018922936120167422,-0.3693009997742713,-0.1283085950310816,0.06667070286416517
XB,0.5252247898023034,-0.8705511956296609,0.7859546234504083,0.32132757653219157,-0.6736045606962843,-0.5765464116229186,-0.49577928682359074,-0.17771634514933451,0.22235174309669228,-0.315771197467487,0.6244309640622276,-0.7485763947262024,-0.009633720183767017,0.7015843390890865,-0.1925956859344589,0.411568496907396,0.3145767772146189,0.38536064331997355,0.10285597967377684,0.49203929854408096,-0.5117127343207254,0.14545840450686184,0.16295843561528434,-0.036064203043482665,-0.5089215113864468,0.4362798701334077,0.3630905301852881
SSE,0.6108408632522813,-0.6273413196372676,0.16303132181065735,-0.352829473076413,-0.6159063372019877,-0.02428083294470645,-0.5002020015208045,-0.09325790390415592,0.5686483335997364,0.2237456499969063,0.5827226634503846,-0.04457333781081422,0.24611982637360486,0.2459310243383797,0.4025419285827425,0.7761115872063639,-0.029868709907719337,-0.22236912735478576,-0.39712946912435443,0.4852439489120443,-0.1318227428599353,0.841602333448619,-0.1096093299349564,-0.0038240368284437865,-0.23093940122815212,-0.3421083409591546,0.23932466983467737
RS,0.3269634430929791,-0.6483521861135652,0.6633187696767507,0.07746348157496266,-0.8055584995411913,-0.6775454534526436,-0.4534988328510613,-0.052407936534730665,0.3854947907426861,0.11575435498775037,0.8053652508760673,-0.42158502685975313,0.48640231949010293,0.8049731242377339,0.01815086973984748,0.712871448862609,0.3015239444129764,0.437524928533433,-0.31104979039171127,0.5404738756544942,-0.497684459691069,0.7979455658011558,-0.10942412794538822,-0.12660426366431873,-0.4703185879324099,-0.12694377733080262,0.2392963861643351
DH,0.08707115907532682,-0.5661048935484423,0.13568253757326362,-0.4653132320405302,-0.6350472602270713,-0.5867260971163298,-0.04479028333993236,0.2120384111057514,0.4068651039634612,0.36970504284266414,0.4713130591120204,-0.003997031072156831,0.40380860604797003,0.5812000488509799,-0.045475901909009006,0.39402368125059706,0.19289666077762074,-0.021104913061920187,-0.1845799947855034,0.2995313335303844,-0.30986974296997927,0.6542525547173165,-0.5569734917049143,-0.02164983761345418,-0.5947635100767691,-0.7017154153984573,0.07082753213769762
