109 859 602 -42 292 1095 -374 346 956 188 256 466 1037 270 340 344 1294 1287 861 639 765 1037 163 923 49 270 827 -14 450 190 408 -507
-138 248 834 437 501 748 183 602 210 -122 359 707 622 496 1361 649 852 1306 34 126 1128 213 511 885 821 1132 1038 885 222 786 613 23
1010 791 516 416 69 572 669 201 918 105 -264 874 355 455 198 -78 952 252 1098 791 387 109 236 63 1251 559 914 44 565 924 379 871
110 9 637 363 731 -212 756 1435 491 512 565 -170 653 -78 346 947 235 680 865 600 6 380 1205 -229 401 301 543 769 1079 403 792 680
671 297 141 104 228 616 774 616 302 1150 1047 373 204 547 956 620 700 424 664 1056 414 552 591 602 -8 -176 133 560 699 309 996 448
507 430 548 754 740 177 1049 106 529 401 122 473 233 526 645 1030 611 280 359 550 534 1025 1002 371 302 -421 302 148 372 641 564 489
572 455 571 -663 403 460 377 422 753 285 1292 748 498 426 469 170 466 600 709 709 401 -10 259 1080 823 633 226 501 48 301 412 370
844 -11 188 5 55 545 -76 771 411 525 616 344 872 430 714 428 605 601 590 149 657 385 727 -275 -27 631 1171 801 254 -109 767 471
713 542 511 1565 498 443 456 290 856 373 729 602 939 651 63 22 1007 281 25 259 955 -11 188 260 50 74 -47 334 372 254 -95 951
22 600 113 741 844 184 -193 750 1175 650 558 795 775 202 263 720 448 974 246 770 623 454 923 745 138 730 995 453 410 259 495 747
206 15 365 3 688 346 -132 375 431 662 448 1173 313 478 463 398 551 695 982 -65 316 339 838 372 -182 532 488 565 126 1119 383 432
176 165 60 358 155 1240 -180 94 355 742 351 743 145 521 1128 152 651 574 -311 288 907 549 64 749 328 630 636 97 784 137 30 182
375 539 222 768 591 250 820 918 464 423 -139 353 395 588 439 588 1052 309 323 29 497 852 -130 260 513 806 638 617 419 673 865 -115
762 464 309 -380 3 1111 252 109 336 232 545 1046 289 556 87 1047 568 111 826 932 558 -90 1143 612 921 302 356 540 901 551 48 594
1087 524 547 45 -5 270 382 537 560 1077 521 883 486 1022 -173 284 854 438 835 639 841 721 743 1037 855 858 507 291 263 770 -378 29
153 411 -447 953 716 1214 882 871 1310 294 -41 416 203 408 122 704 685 490 612 449 771 525 404 835 954 981 144 308 -113 414 650 452
1195 354 108 705 554 698 609 588 -264 239 287 375 339 649 716 93 747 711 668 -10 659 530 846 1142 1072 541 499 728 99 -22 330 939
381 1041 -504 -71 455 820 475 466 456 -135 917 254 892 475 885 624 462 581 -30 502 1118 971 145 682 589 794 534 416 979 578 952 851
383 440 1195 569 227 68 851 558 215 743 558 -98 712 980 1422 513 584 1078 561 599 273 -2 829 42 911 216 595 366 923 608 1205 110
649 517 601 1075 711 87 692 350 330 877 283 363 512 841 709 416 402 82 226 264 446 1215 257 394 -239 716 -68 174 875 -258 535 788
1049 169 275 1150 491 235 242 150 342 892 820 77 577 355 782 444 634 443 -287 517 42 769 255 282 497 708 439 1091 1094 1118 416 -34
939 350 514 726 -78 1086 815 627 821 701 542 389 234 603 630 890 572 193 -67 454 490 465 -51 887 886 204 790 843 514 159 1081 637
410 778 1084 321 749 1200 98 302 285 443 424 608 205 276 608 556 815 647 778 89 362 1165 641 769 598 653 417 1786 357 486 -373 898
301 478 310 450 398 485 481 444 440 971 817 819 236 952 907 301 1049 254 -163 897 457 852 228 46 943 -7 -62 -193 -506 126 -281 487
-305 106 1340 624 519 -83 412 517 -78 545 929 375 429 -235 -4 881 262 165 251 479 83 546 10 779 119 975 496 196 828 5 303 500
456 -223 169 561 25 956 678 315 421 1170 837 637 -10 1087 879 447 302 432 67 331 775 -151 387 541 537 76 74 892 59 863 326 889
348 80 808 494 1021 821 417 338 508 568 183 803 357 348 305 583 251 549 1496 481 344 -100 518 101 365 555 -123 557 610 33 359 -159
1067 619 435 441 907 466 619 1047 375 107 203 1014 533 319 851 859 329 150 -65 -146 405 178 1169 521 -199 1011 558 754 746 607 688 586
102 632 869 424 698 651 1154 409 395 458 463 -318 269 608 497 212 261 372 211 315 306 822 866 836 654 245 846 387 508 982 530 589
-9 675 147 864 434 -305 371 418 675 741 382 865 -640 243 100 48 845 799 221 924 537 348 251 220 670 734 586 -238 607 704 259 516
-171 57 383 388 627 73 377 324 690 1012 1120 -65 483 99 477 652 529 482 1034 760 402 509 814 720 347 -139 74 553 -143 445 337 860
26 -195 349 729 885 173 669 100 230 704 759 140 671 -173 427 92 209 41 699 699 251 635 594 454 1277 197 505 362 366 557 394 190
545 926 839 573 235 567 890 929 629 369 427 778 747 -133 737 756 181 225 227 255 -10 613 217 475 321 592 136 588 640 798 1208 -253
615 245 -193 803 980 359 576 477 656 817 624 624 954 441 832 204 1079 766 355 -261 500 75 608 1022 558 436 623 603 -351 587 723 407
852 454 776 1318 465 -199 379 -121 720 971 751 615 268 1067 771 602 574 540 663 279 1049 555 716 344 635 -321 97 489 24 1378 -101 625
1096 673 388 301 742 212 457 749 389 532 391 151 928 1002 386 404 436 694 174 468 595 731 -501 645 625 863 311 313 933 -63 1086 1420
672 793 -36 250 881 630 435 584 683 394 490 487 121 616 1149 1124 -32 705 743 352 153 25 340 626 443 280 50 626 884 166 661 -177
263 763 98 282 1010 236 193 707 1204 414 777 984 617 403 185 -13 900 565 980 856 278 73 649 272 636 237 190 449 836 610 924 56
119 468 1280 743 116 473 579 295 721 444 392 954 -115 154 206 195 238 676 895 830 133 461 663 586 970 257 556 358 590 112 166 237
297 1057 923 423 562 -74 435 557 912 618 656 607 597 -3 350 1017 797 678 524 737 160 -69 362 694 539 865 627 516 978 908 465 103
173 442 368 1097 -105 477 116 542 638 354 691 428 435 350 734 550 1066 957 699 -277 -34 855 329 585 273 686 845 65 207 -99 584 -100
368 687 1241 633 951 593 611 424 362 923 635 621 281 376 1244 476 977 313 789 604 355 733 -56 707 783 598 972 475 446 628 812 705
418 142 739 216 205 264 521 213 91 263 434 664 524 111 582 616 336 213 213 309 1297 180 596 243 318 246 788 636 453 681 768 194
697 242 802 766 645 424 311 405 777 254 518 -129 594 127 25 687 576 340 391 1318 430 428 735 531 855 600 774 660 732 485 580 402
718 15 761 859 767 463 682 220 801 104 714 692 646 339 774 -161 780 569 878 572 1162 161 719 181 455 767 725 1249 373 963 408 248
-84 559 312 805 310 328 628 1120 108 866 815 420 743 398 1354 460 529 383 -110 405 584 1040 677 432 522 618 364 746 1085 369 935 815
693 540 622 422 1161 241 909 1058 384 920 552 522 473 -81 697 1020 246 805 469 107 859 1107 214 578 -18 485 675 1131 1061 1091 310 412
-99 243 -23 632 249 103 372 73 611 602 386 237 18 700 582 667 390 422 1019 284 387 768 609 -237 -108 262 828 742 687 726 151 716
168 841 316 601 -175 14 893 749 62 963 107 507 327 168 920 1107 564 1049 399 539 547 84 680 755 438 -109 632 -45 208 547 223 591
419 -87 560 711 864 368 478 -38 1207 1042 489 455 -555 873 703 793 354 331 55 780 951 905 567 382 121 247 668 398 1091 915 283 62
303 884 311 697 296 624 690 855 1016 972 309 447 78 415 509 355 319 872 827 644 40 572 362 974 -149 299 289 332 845 -347 425 806
853 302 255 625 554 525 -868 94 189 731 -19 123 444 36 731 359 1160 273 293 790 264 1044 674 391 442 1526 676 554 452 873 -47 435
-520 308 805 998 718 730 -118 256 1031 311 451 210 164 331 262 845 578 867 1 941 508 1162 481 -38 962 451 -275 552 583 887 -791 914
329 1193 -119 696 648 348 221 365 375 49 857 107 868 -144 436 442 494 844 427 335 428 853 66 133 -204 1230 82 -179 209 280 1028 333
605 -145 575 -94 387 226 521 728 19 91 570 747 1010 330 -37 567 214 167 1007 723 238 493 469 559 354 -184 149 308 510 110 567 363
227 43 661 653 788 698 725 638 -133 400 -16 993 495 957 129 467 595 381 568 1034 129 -450 1076 215 904 735 422 637 89 531 714 221
363 613 976 499 345 447 918 269 392 272 426 577 872 -265 700 179 714 946 858 557 800 160 476 1047 216 571 367 430 646 403 499 318
-157 570 658 998 453 -2 229 695 470 601 373 1173 1122 165 827 609 505 191 1084 919 -25 998 486 285 148 840 644 185 208 360 315 690
636 271 -97 20 813 142 540 -135 643 1191 22 698 598 830 453 598 566 706 198 569 792 920 678 92 -59 647 136 804 396 864 1265 478
458 865 883 1113 571 272 503 275 586 187 825 751 550 509 429 972 927 552 192 76 604 270 671 361 779 575 859 -304 418 1298 -401 803
650 963 438 929 938 571 81 829 150 451 841 893 375 726 -55 330 1029 984 741 449 805 492 561 532 221 761 115 779 154 240 -523 444
568 798 972 -36 855 333 474 462 338 180 601 792 46 493 274 895 678 1043 -58 872 559 239 676 1064 1078 796 143 612 623 947 441 506
265 741 422 567 331 517 111 558 283 752 1165 804 97 371 -79 505 -139 68 895 810 -47 339 667 641 -86 594 281 932 428 629 461 740
223 741 935 1161 1070 307 708 791 712 771 653 304 575 805 666 105 184 353 426 557 148 786 -169 690 682 732 -604 14 373 561 471 207
962 617 358 144 525 953 513 488 524 543 416 150 1050 729 1262 679 417 159 381 85 1255 494 783 846 889 1417 466 435 559 769 564 403
242 221 597 140 -153 541 919 738 494 645 -93 252 1104 926 244 1132 242 204 1053 971 288 482 377 681 1064 692 459 15 780 60 433 845
792 802 752 553 609 533 674 693 548 685 253 389 583 1192 690 451 421 768 465 729 684 51 670 668 787 199 894 440 1216 1131 281 7
751 205 913 691 -23 782 549 648 1049 453 773 285 293 421 277 704 24 799 226 636 73 672 890 504 1058 450 648 167 658 295 241 1069
43 459 757 584 -165 717 4 340 412 -551 462 740 439 567 1314 905 521 1431 271 687 -68 643 460 522 633 601 114 362 502 -15 789 1178
609 310 -329 -48 622 954 421 -35 186 294 -196 388 821 -105 299 -229 205 447 868 664 74 534 380 495 428 613 565 812 542 1108 687 1032
759 258 947 926 -534 303 1019 880 -26 809 1122 718 -31 218 644 422 960 763 1207 867 699 387 1006 502 131 517 467 142 798 449 642 219
441 779 411 368 1286 614 764 769 535 690 150 1021 949 568 502 54 871 408 720 -19 727 437 504 -10 744 279 483 790 469 1215 176 587
649 133 531 430 581 663 1003 604 697 1040 -70 406 514 -60 528 -348 754 -32 50 689 -100 1239 542 465 933 471 587 444 319 634 689 42
183 263 489 624 1276 599 437 243 855 496 623 500 698 672 635 501 534 638 -193 488 853 327 -252 1 527 241 548 493 331 171 570 525
455 814 572 285 371 478 544 981 1108 331 133 305 651 800 353 171 638 724 872 270 618 -87 462 759 1034 609 413 -6 582 727 865 588
156 699 1108 406 211 381 495 312 754 655 380 493 -54 616 -2 400 334 668 340 483 1038 -65 541 811 274 508 10 -79 760 382 27 330
718 698 877 319 274 619 860 365 845 380 1233 -119 1053 -39 940 531 337 173 166 745 666 432 490 186 452 819 173 688 334 -50 882 5
333 885 217 839 339 466 1178 909 531 265 510 1094 1282 277 1020 -68 712 635 875 200 553 -170 273 494 570 1505 317 508 85 -179 823 826
5 -108 271 1100 -36 745 547 391 282 588 388 356 425 900 577 525 998 403 1016 257 691 384 475 268 394 248 645 203 693 1345 -60 -354
144 768 244 708 842 410 819 -317 800 788 464 861 1019 1196 1199 520 449 472 -463 751 1346 704 -12 142 162 1097 681 730 627 100 160 745
531 -169 783 1010 502 386 992 430 279 -54 323 1172 919 543 498 856 537 45 552 563 505 593 251 556 -77 169 412 717 393 658 868 1371
394 268 514 571 697 793 398 762 530 942 400 550 597 908 499 127 -110 872 730 1098 533 531 565 307 247 658 925 717 327 653 564 297
60 201 930 591 281 528 720 306 225 -140 892 712 741 702 -230 539 662 525 -346 455 407 874 463 313 313 760 742 423 356 -329 -235 199
448 215 -45 487 492 971 371 416 242 1437 732 202 -209 36 169 10 457 134 -78 730 -55 -419 837 1145 515 747 742 1348 143 337 342 520
425 470 551 1212 599 799 740 628 404 790 -130 1054 740 536 495 579 793 667 992 1117 894 -37 312 852 1267 289 716 942 538 61 1204 187
234 597 520 170 1103 687 826 484 498 976 313 372 668 826 827 161 110 195 818 818 615 607 -95 615 -66 797 387 587 423 471 99 439
477 574 696 673 597 265 32 139 206 805 887 213 82 -84 275 650 108 927 632 884 213 756 101 749 1019 1013 309 182 440 1066 10 -45
-236 534 -112 929 1091 451 1362 584 318 312 1016 785 -231 -177 -29 287 32 225 204 97 1263 1011 1141 1104 474 540 166 553 140 -77 224 814
535 717 506 169 687 534 974 988 393 544 178 190 292 677 313 1056 670 403 866 235 268 985 30 446 363 236 855 811 744 508 731 -221
354 513 288 567 1358 541 648 573 69 -36 -83 601 -234 731 427 663 22 1059 479 -182 944 42 60 69 388 711 701 1408 261 336 9 105
903 319 663 512 122 203 -175 427 528 391 858 23 517 139 637 177 793 729 620 593 603 620 691 372 97 484 685 684 1123 320 -8 304
348 210 126 451 475 126 88 633 670 205 438 679 547 1063 17 -60 760 626 303 891 268 684 435 221 347 922 361 1043 556 409 138 744
574 472 536 456 69 736 1169 1111 538 409 530 276 601 635 67 382 815 824 47 895 397 490 441 -261 652 -79 799 31 882 583 719 242
-151 147 616 664 190 977 493 -91 597 222 796 581 554 396 904 173 621 515 128 473 159 1235 866 -88 338 719 923 814 1186 548 961 83
813 425 447 997 849 439 1419 953 341 -372 600 359 274 322 555 973 147 475 427 203 601 1138 722 526 342 517 -118 478 430 672 841 768
453 314 274 219 279 456 61 660 461 199 270 802 825 1360 704 257 240 640 790 1007 185 536 82 637 135 1024 220 719 554 518 -150 467
147 289 676 1478 1183 686 639 374 140 659 340 1132 1273 1271 271 317 64 733 192 283 180 300 1095 -388 689 210 1344 798 133 280 295 914
1110 555 448 876 510 668 580 216 991 287 1198 925 570 52 1103 614 822 1032 97 631 364 615 665 -99 418 532 49 235 545 747 447 248
138 371 212 714 591 266 582 1339 771 592 758 955 -48 347 278 268 1261 684 902 608 1491 -224 326 341 374 829 532 734 875 581 762 342
268 181 530 157 115 735 165 704 384 292 827 857 577 1008 -105 889 211 417 629 250 485 346 418 1258 -168 423 641 93 439 609 629 796
895 381 532 -11 481 -22 504 796 649 533 791 886 202 927 228 340 761 564 492 562 973 524 768 759 1252 998 754 759 561 442 496 509
338 351 477 383 430 440 826 785 869 948 241 510 608 659 685 1011 302 583 62 650 -73 630 947 724 117 221 722 460 -284 1010 567 -15
584 1297 447 442 269 733 590 792 239 762 76 679 215 514 -61 535 493 -50 1123 724 108 137 410 296 467 -280 1109 242 936 440 1381 809
882 930 530 554 455 630 527 630 214 350 700 508 674 742 820 678 416 189 917 251 500 1082 215 402 543 -143 115 950 663 797 592 -203
133 -301 731 1476 -64 886 892 567 7 188 -227 455 578 796 426 195 252 453 609 1001 1237 497 112 942 1421 229 321 457 508 256 1 720
451 906 696 867 523 753 238 681 864 978 394 716 970 -60 372 711 398 265 659 333 529 -55 335 605 468 488 618 898 416 496 531 332
221 808 86 718 428 382 621 675 130 491 344 237 -249 809 824 84 465 62 374 273 988 9 -142 375 397 1208 227 1032 683 1096 601 -80
167 697 182 1362 -158 274 670 508 331 1022 528 888 350 876 584 -83 64 907 501 912 762 97 72 463 561 250 684 423 228 592 269 -22
1066 -208 -97 799 595 296 1199 358 460 506 720 749 990 332 483 392 22 381 620 541 1014 572 143 314 206 284 468 774 811 171 651 475
374 260 235 309 876 839 799 -319 948 609 812 438 567 980 865 166 214 662 571 180 479 255 710 1319 173 659 652 428 364 376 -27 -211
190 283 769 104 312 886 786 672 898 1456 464 720 454 434 177 1109 569 1052 638 188 506 733 579 -154 506 360 351 7 1180 854 202 420
965 -85 1068 631 671 442 659 1205 540 253 312 876 600 585 302 1009 547 210 -130 59 647 183 -231 197 447 713 -412 482 824 188 292 572
143 171 458 564 707 506 501 590 185 -255 175 325 205 90 883 201 368 707 658 238 180 476 251 453 190 650 -9 423 605 605 1370 417
552 466 1186 863 1195 293 560 518 85 624 144 879 425 -47 298 517 1129 812 533 815 562 180 649 810 1598 607 327 835 748 1069 770 -115
478 964 1116 201 422 736 353 407 828 865 911 682 137 451 145 317 707 560 1296 595 647 490 778 1100 561 1049 465 888 472 463 -228 -148
456 771 485 196 154 771 132 801 751 1039 1386 410 459 1020 484 -62 224 639 63 1227 968 165 194 549 347 463 745 430 1014 812 868 85
-16 493 1145 938 768 949 101 -19 968 281 211 719 411 456 623 563 -86 331 761 253 384 395 -419 537 280 711 593 214 668 325 253 -26
658 445 314 -64 896 398 623 610 6 747 408 427 -199 942 537 422 250 479 730 470 670 106 -160 219 371 126 474 403 -179 766 418 85
-47 1320 323 -267 -25 529 234 411 484 488 486 436 1081 371 898 575 844 701 910 1415 470 660 1183 586 -452 338 371 548 268 1334 1286 -86
167 881 207 352 216 1007 474 952 292 787 405 569 346 407 467 590 782 157 24 954 1235 846 971 366 722 656 563 194 -83 948 781 263
627 336 835 691 1058 547 471 515 1508 748 540 826 416 629 866 -431 24 53 379 374 664 742 1031 386 359 330 178 572 61 916 596 795
1084 -316 452 285 667 803 655 549 440 834 511 1111 317 1158 75 599 529 247 13 835 500 844 1143 744 847 364 1015 1052 706 422 520 556
668 498 397 440 502 942 166 -197 -46 582 601 923 1395 442 883 292 898 604 71 619 689 641 402 1032 912 750 251 361 798 1116 874 437
560 947 35 -3 881 552 164 435 377 684 458 660 1073 572 465 318 332 464 870 787 -30 1177 304 305 440 1242 732 584 291 566 1321 815
341 377 718 847 87 641 760 954 66 1331 354 342 320 712 166 1125 335 545 97 312 -225 490 463 -134 433 681 988 173 -154 456 1146 385
330 890 363 370 255 541 494 559 537 -61 734 -1 392 951 714 1052 327 300 923 554 1248 169 764 729 929 725 756 563 855 333 836 1179
252 758 659 165 541 827 778 190 602 673 833 521 300 904 114 272 778 620 555 212 830 708 1204 752 2 538 468 444 428 559 234 -72
647 894 666 606 223 810 -209 1233 301 757 335 539 377 -221 726 115 86 325 397 627 316 1466 -54 383 675 892 726 805 250 714 969 677
1362 479 381 -119 342 685 823 1003 579 295 25 434 130 428 0 372 273 867 79 -107 782 1042 778 449 191 425 358 68 505 964 808 627
479 147 892 -17 -272 477 348 372 761 694 739 893 43 1130 193 611 1175 1086 1009 492 -25 115 386 254 242 415 270 314 533 143 759 841
335 504 1047 788 1082 778 871 296 489 225 530 696 585 -39 216 76 612 359 597 -246 536 133 757 778 700 839 792 314 -20 757 616 -320
-117 34 472 -4 736 316 1057 654 453 652 164 1021 878 589 1196 -28 791 933 679 444 -242 891 346 474 855 856 84 144 245 748 889 681
341 448 999 95 781 461 676 509 871 691 525 1315 950 598 779 542 251 -120 1243 342 712 955 342 400 687 690 512 120 964 775 565 790
-668 523 348 -206 696 146 1010 449 740 292 796 1010 -67 722 -93 459 593 107 381 1039 822 872 1087 386 861 283 949 94 201 1129 719 619
435 363 473 468 746 1112 198 565 792 401 796 4 1328 622 484 243 405 767 1360 33 465 96 64 532 320 620 750 50 309 400 -281 407
41 420 483 -176 99 642 820 1182 626 264 169 41 870 10 220 454 959 720 451 728 1192 379 912 722 949 553 252 124 430 136 -16 1343
165 325 547 1149 740 1001 562 512 577 942 179 288 835 1004 -23 325 679 718 928 1022 351 900 187 882 436 661 783 819 636 618 47 663
268 323 647 1072 856 475 432 243 520 -336 456 268 440 -44 351 1038 569 97 336 547 -323 1350 593 592 781 702 1018 1112 206 -199 -111 1293
112 1042 116 967 963 584 271 914 301 1062 289 999 251 233 754 507 731 1504 168 374 549 121 -95 169 766 245 248 675 137 831 1195 603
661 244 602 674 44 155 209 576 310 570 324 895 435 135 1087 1245 778 667 491 660 114 85 710 73 1155 217 697 54 493 650 346 273
403 970 864 898 874 1047 792 -321 731 662 420 -30 255 380 815 759 83 719 -191 346 494 769 407 702 606 676 739 398 817 1060 443 -314
737 508 674 213 333 520 437 480 323 453 746 694 45 577 238 634 929 796 263 533 638 664 192 691 615 156 630 339 177 356 158 241
1033 34 781 668 1048 1220 448 614 523 103 343 1497 653 -60 728 879 755 -26 595 -87 412 -503 -163 620 896 458 746 1178 135 728 951 565
645 678 342 954 40 355 548 839 102 836 456 864 1280 841 621 626 732 719 195 589 701 158 461 0 -450 428 384 1049 -14 714 568 885
347 718 144 662 551 323 911 549 753 1062 974 887 427 626 700 807 708 302 414 430 365 777 -140 280 389 954 146 688 543 263 1247 757
321 925 515 74 -566 735 649 183 -35 232 314 666 600 352 -128 56 1074 340 947 827 -96 779 124 163 786 306 -57 83 355 740 -37 512
1089 23 309 326 156 792 460 468 1031 599 473 475 218 935 336 509 -238 730 1011 949 124 715 519 277 689 740 661 678 466 1094 196 643
17 463 592 563 746 213 207 43 200 253 193 5 617 400 554 357 1276 -212 285 -48 752 271 596 53 511 444 303 1594 601 -176 1284 438
91 241 838 887 672 235 748 597 563 530 410 554 311 738 585 1198 70 949 175 292 464 1062 185 876 858 939 278 800 510 674 349 -198
572 786 833 633 372 231 796 827 486 593 568 322 819 1027 -100 690 650 442 148 1129 436 1128 818 521 438 567 691 566 354 896 1099 492
557 770 378 -254 556 888 33 -278 715 138 -5 75 619 970 8 576 606 576 727 491 -15 585 876 406 202 791 307 408 800 707 1354 358
909 187 1263 1024 778 18 696 252 766 562 439 1205 202 316 767 293 307 839 833 1206 728 894 519 421 570 309 920 217 790 1249 477 966
639 536 808 748 689 516 259 1108 611 810 1275 868 132 108 1233 -94 245 751 615 -22 545 1230 188 -58 269 546 355 871 923 996 846 417
308 522 875 189 618 874 913 730 113 418 470 -177 181 1014 341 -33 677 927 -132 436 185 209 149 587 468 1000 123 1043 511 539 206 654
999 182 906 252 335 595 486 463 495 1230 557 108 61 395 1183 1426 842 60 167 73 172 -362 704 277 1171 648 762 -150 320 62 -91 709
523 -57 972 722 269 700 558 280 238 755 616 -41 775 47 306 803 443 822 1189 239 722 815 950 548 177 -52 766 867 857 738 125 843
-188 780 119 96 -11 -169 829 13 615 1044 91 731 94 301 151 236 726 537 1 33 989 -74 1033 216 518 580 327 704 413 184 214 383
1073 506 280 58 485 305 -293 686 779 692 1160 648 391 701 800 469 599 462 998 963 421 221 469 -93 781 823 134 809 423 1182 1351 423
-44 963 1142 784 515 907 93 898 246 432 969 957 447 270 550 181 937 259 137 816 629 283 306 422 175 563 428 -90 350 1014 165 287
356 461 3 217 431 723 682 588 590 150 -191 -9 628 671 148 1102 1090 189 533 887 1037 582 326 710 684 1120 777 680 487 694 -277 596
