,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.7810097652191981,-0.04010507880910683,0.0010362694300518134,0.4777227722772277,0.2762336925694838,0.33686601059803173
GD43,-0.6016344622203753,-0.33257443082311733,-0.861443700921465,-0.25495049504950495,-0.207033465683494,0.0030314532660892716
GD53,-0.8224955212099171,-0.7317762428439011,,-0.47596647253743257,-0.7631727402561557,-0.24718922238994148
PS,-0.9696654892998129,-0.42837127845884415,-0.9170984455958547,-0.7970297029702971,-0.9194554736245036,-0.28690386071158214
rCIP,0.967449269339982,0.3782837127845884,0.9191709844559585,0.7970297029702971,0.9137833238797504,0.2566237698713096
WB,-0.8973613131103263,-0.4901926444833625,-0.9170984455958547,-0.08168316831683169,0.2932501418037436,-0.06585919757759273
XB,0.872013297319759,0.20525394045534148,0.7803108808290156,0.2599009900990099,0.288712422007941,-0.7380772142316426
SSE,-0.9807465890989682,-0.4204903677758318,-0.9170984455958547,-0.7970297029702971,-0.9217243335224049,-0.2702498107494322
RS,-0.9288039337904287,-0.35691768826619963,-0.7533678756476684,-0.764851485148515,-0.6676120249574589,-0.46404239212717635
DH,-0.8035875060599764,-0.2567425569176882,-0.6601036269430052,-0.858910891089109,-0.9239931934203063,-0.33686601059803173
B,-0.9222937876584251,-0.2800350262697022,-0.7347150259067357,-0.5544554455445545,-0.8513896766874643,-0.48675246025738067
BH,-0.9807465890989682,-0.42469352014010503,-0.9170984455958547,-0.7970297029702971,-0.9217243335224049,-0.2566237698713096
D,-0.8696224788328505,-0.49756768859307043,-0.7912789650717639,-0.5012422379394291,-0.22518434486670447,-0.4213720039864088
H,0.9566451970358059,0.5141856392294221,0.7906735751295337,0.7475247524752475,0.8638684061259216,0.48978046934140806
DBCV,-0.7038576078675809,0.0036777583187390544,-0.8155440414507772,0.012376237623762377,0.8082813386273395,0.7032551097653291
I,-0.8221483482235612,-0.5189141856392294,-0.9854922279792745,-0.7970297029702971,-0.9194554736245036,-0.07797123391370174
C,0.6872359581688483,-0.18283712784588438,-0.8466321243523315,-0.7747524752475248,-0.9342030629608622,-0.002271006813020439
VIASCKDE,,0.625,,,,0.802469135802469
COP,-0.6997021954428977,0.3680244399185335,-1.0,-0.4117647058823529,0.9626168224299064,0.27933383800151396
Sym,-0.7926449200083108,-0.1478108581436077,-0.24974093264248703,-0.7970297029702971,-0.9194554736245036,-0.07797123391370174
CS,0.7420874021746658,-0.06865148861646235,-0.30777202072538856,-0.5915841584158417,-0.8842881452070335,-0.33686601059803173
SF,-0.9806080753514786,-0.7924693520140104,-0.7492227979274612,-0.7871287128712872,-0.8661372660238229,-0.25965177895533686
SD,-0.965233049380151,-0.4329246935201401,-0.861139896373057,-0.6806930693069307,-0.9330686330119115,-0.33686601059803173
SDbw,-0.9882918042629841,-0.625,-1.0,,-1.0,-1.0
XB*,0.9024863217674354,0.578108581436077,0.8738983086456308,0.45049504950495056,0.42257515598411793,0.25009489445236494
S,-0.8450031165593185,-0.1681260945709282,-0.7865284974093265,-0.8564356435643565,-0.8581962563811683,-0.00529901589704769
DB,0.7859962601288178,0.34658493870402796,0.7906735751295337,-0.44306930693069313,0.11627906976744184,-0.31415594246782735
CH,0.8477733915091074,0.4719789842381786,0.8507772020725388,-0.5074257425742574,-0.7923993193420306,-0.16578349735049203
AD-S,-0.905810651707182,-0.056042031523642725,-0.7367875647668394,0.12871287128712872,-0.5131991642122946,-0.6230128690386071
AD-DB,0.9174458064962948,0.42784588441330995,0.7409326424870466,-0.4183168316831684,-0.9489506522972205,0.1718395155185465
AD-CH,0.25424198351686406,0.9049036777583188,0.28497409326424866,-0.5445544554455446,0.07090187180941576,-0.27781983345950034
AD-idea,0.2237689590691876,0.3084063047285464,0.8321243523316061,0.7995049504950497,0.9251276233692568,0.6850870552611656
