Metric,Correlation,P-value
cSIL,-0.39003746981394616,0.1506543393743698
GD43,-0.1664213969405807,0.5533226692135608
GD53,-0.2899715877667712,0.2944698937124285
PS,-0.23248902429447735,0.40437874618857667
rCIP,0.46589108001805873,0.08006536156635904
WB,0.20999271731056943,0.452545471250065
XB,0.30672489228490535,0.2661571699378547
SSE,0.37042878399847196,0.17409973837868495
RS,-0.1698368296697595,0.5450904045326089
DH,0.06761790924591342,0.810767090414182
B,0.2099830466095907,0.4525667677047751
BH,0.28033999347868044,0.3115182175661688
D,0.016292573782236867,0.9540435504559841
H,0.271847791652869,0.32701320389025096
DBCV,0.8023994178510171,0.00031841335768735156
I,0.14733185318599534,0.6002889467204426
C,0.5177470067879096,0.048059914140337154
VIASCKDE,0.15928783671710936,0.5864919600651285
COP,0.32448886285117445,0.23800689881239445
Sym,0.226513225010408,0.41690195205754677
CS,0.2111293967152502,0.45004578913801535
SF,0.10507414188239105,0.7093865746417601
SD,-0.14339349858905434,0.6101714559022879
SDbw,0.3033474314501036,0.27172741587532195
XB*,0.30714579387238106,0.2654678801192333
S,-0.4514577953367565,0.09117755179350473
DB,0.2781561817470163,0.3154614850483342
CH,-0.11911097648282308,0.6724378391191933
AD-S,0.6541782245603388,0.008150726455384307
AD-DB,-0.7114015525060271,0.0029387129534470284
AD-CH,0.285815504672184,0.30175756054203995
AD-idea,0.40373531392395995,0.13559410403513386
