Metric,Correlation,P-value
cSIL,,
GD43,,
GD53,,
PS,,
rCIP,,
WB,,
XB,,
SSE,0.009135401191680992,0.960423193801032
RS,,
DH,0.1264546085305267,0.49041342387000275
B,0.173951215843618,0.3410195678027993
BH,0.24627205403770458,0.17423113929318518
D,0.11369706466236494,0.5355257139931102
H,,
DBCV,0.47895488247387574,0.005549300193106522
I,0.20960182945518105,0.2495846819273193
C,-0.14928966412700287,0.4147888929862384
CDbw,0.1931084347123856,0.289630578762059
VIASCKDE,0.37176486106556517,0.04308615298526036
COP,-0.07944515526589624,0.665586044516228
Sym,0.2958483889781267,0.10017100987357172
CS,0.15076738535773943,0.41013243393570376
SF,0.4751794258754678,0.005989611931162316
SD,0.1590770892170824,0.3845025464662255
SDbw,0.15944849412967196,0.3833791833279039
XB*,0.16508407444081197,0.3665687521321157
S,0.43792034513674194,0.012185024753715176
DB,0.1970793260932845,0.2796344461341494
CH,0.2807124467992598,0.11964853781515977
ED-S,0.6039667500416384,0.0002520397165698049
ED-DB,,
ED-CH,0.1872256207291524,0.3048540636667063
AD-S,0.534226287241315,0.0016358320484086983
AD-DB,-0.6168944215768141,0.00016967810955213685
AD-CH,0.2818852858265911,0.11804564535556844
AD-idea,-0.3519551657409022,0.048215067591670435
