Metric,Correlation,P-value
cSIL,-0.12947622964248218,0.4800206261386847
GD43,0.23895638343364167,0.1877924900178481
GD53,0.34485519639115336,0.05324296656302018
PS,0.5901644801161293,0.00037753835201283177
rCIP,-0.5434375767956857,0.0013073648364093776
WB,0.11235675796374098,0.5403776082839638
XB,0.1337595397120798,0.4654859268629133
SSE,0.1271708336345399,0.4879396522478676
RS,-0.01266958492303492,0.9451319681122672
DH,0.22284220096449858,0.22022908424009416
B,0.11234915523771867,0.5404051894433761
BH,0.2298627348989345,0.2056583522974278
D,0.2631532632595991,0.14561821995660862
H,-0.572082487583543,0.000624092111314265
DBCV,0.5652742654430483,0.0007485448444075164
I,0.2083967143079406,0.2523794890605403
C,0.12398914990345819,0.4989775538443227
CDbw,-0.40328310370524634,0.022095468800057895
VIASCKDE,0.2199575460969872,0.22641480589746513
COP,0.05633493594592425,0.7594197352052015
Sym,0.08494479681817262,0.6439096454002972
CS,0.11421797682577947,0.533645656744167
SF,0.5248287637654985,0.0020429726194109207
SD,0.1558140468066605,0.39445391229603854
SDbw,0.1883758040573278,0.30183872657291855
XB*,0.13314932952011,0.46754228225223693
S,0.3095512039724483,0.08469853383998092
DB,0.16503084424012002,0.3667254616647465
CH,0.20988614102696038,0.2489283330853328
ED-S,0.5462726436122051,0.001218643664848751
ED-DB,-0.5372269022710096,0.0015217069807156724
ED-CH,0.228871595919223,0.20767404669998674
AD-S,0.5291882157192958,0.00184428937467586
AD-DB,-0.5426611635776766,0.0013326267858447044
AD-CH,0.26280715243989794,0.14616821301827188
AD-idea,-0.4838157054650507,0.005023429890385548
