,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.919,0.679,0.680,0.697,0.733,-0.070,1.174s
GD43 (↑),18.732,1.140,1.126,1.181,1.363,0.002,0.029s
GD53 (↑),0.355,0.494*,0.488*,0.483*,0.493*,0.423*,0.026s
PS (↑),3.636,1.834,1.764,1.958,1.822,-5.540,0.028s
rCIP (↓),8.193,0.054*,0.044*,0.024*,0.014*,320.166,0.046s
WB (↓),0.317,3.791,3.815,3.475,2.923,8206.518,0.026s
XB (↓),0.129,0.472,0.471,0.434,0.363,79710.840,0.028s
SSE (↓),28.638,2979.647,2986.066,2888.845,2702.421,4523.911,0.001s
RS (↑),0.685,-0.310,-0.308,-0.270,-0.189,-48.711,0.002s
DH (↓),0.076,0.646,0.641,0.631,0.598,0.994,0.696s
B (↓),0.006,0.939,0.931,0.869,0.723,162.336,0.004s
BH (↓),0.573,1489.824,1493.033,1444.422,1351.210,90.478,0.001s
D (↑),0.179,0.195*,0.204*,0.229*,0.278*,0.001,0.078s
H (↓),4.067,0.641*,0.639*,0.606*,0.533*,49.973,0.003s
DBCV (↑),-0.158,-0.981,-0.929,-0.929,-0.926,-0.991,35.320s
I (↑),0.353,0.348,0.351,0.365*,0.442*,0.000,0.005s
C (↓),0.003,0.228,0.225,0.214,0.182,0.472,2.311s
CDbw (↑),0.131,0.003,0.003,0.003,0.004,0.005,8.947s
VIASCKDE (↑),0.699,0.826*,0.835*,0.828*,0.831*,-0.617,16.013s
COP (↓),0.080,0.311,0.340,0.361,0.314,0.441,0.094s
Sym (↑),0.008,0.001,0.001,0.004,0.004,0.000,0.018s
CS (↓),0.858,1.872,1.920,1.663,1.527,118.331,0.113s
SF (↑),0.064,0.297*,0.298*,0.298*,0.312*,0.000,0.014s
SD (↓),3706097.926,384716544.408,386476248.726,440498550.875,411468988.953,585462207.949,1.051s
SDbw (↓),0.030,1.544,1.568,1.819,1.646,2.606,0.041s
XB* (↓),0.155,0.478,0.483,0.450,0.368,87013.746,0.016s
S (↑),0.594,0.334,0.342,0.352,0.386,-0.076,1.049s
DB (↓),0.524,1.252,1.244,1.222,1.111,130.197,0.004s
CH (↑),24011.711,3955.353,3930.734,4315.356,5130.291,0.926,0.002s
ED-S (↑),0.455,0.312,0.586*,0.455,0.508*,-0.599,877.637s
ED-DB (↓),1.066,6.153,0.765*,1.173,0.602*,109.709,35.375s
ED-CH (↑),2616.865,2542.650,7085.220*,6749.751*,4364.694*,24.189,34.397s
AD-S (↑),0.448,0.063,0.123,0.119,0.156,-0.126,2.300s
AD-DB (↓),1.146,1.872,1.896,1.668,1.829,18.857,2.299s
AD-CH (↑),663.547,8144.952*,8615.235*,8444.696*,8870.888*,89.959,2.242s
AD-idea (↑),14489401312948.984,1.026,1.243,1.156,1.361,0.000,2.889s
