Metric,Correlation,P-value
cSIL,-0.6464423021245661,0.0832628980756941
GD43,-0.06211799540413143,0.8838280259287197
GD53,-0.4264903782112835,0.29200913106389337
PS,0.07307987561472763,0.8634623207696164
rCIP,-0.09226522908762494,0.8279819907365292
WB,-0.3681474546598693,0.36955752827920196
XB,0.2332324793766301,0.5782893414460026
SSE,-0.15077648923536613,0.7215494674082275
RS,0.19138442411829792,0.649820453871534
DH,-0.11373746346155099,0.7885742831877351
B,-0.10348180349043637,0.807352335046988
BH,-0.5284445413395723,0.17817550458996895
D,-0.33026432185460575,0.42431021131613134
H,-0.034512889307536036,0.9353397012689791
DBCV,-0.37134404015129996,0.36509070776874375
I,-0.43131371909381905,0.2859866669991687
C,-0.3779669174665864,0.35591431639211185
VIASCKDE,0.5922257739489789,0.1218976800653309
COP,-0.06685032633786203,0.8750285772549085
Sym,0.07960833816385639,0.8513638129898408
CS,0.44410095649141634,0.2703178535490191
SF,-0.053327166186065825,0.9002009655317108
SD,0.702449303163414,0.05203727806010961
SDbw,-0.08257792087542765,0.8949781434118971
XB*,0.0048035658299857495,0.9909934526161344
S,0.008122489767641173,0.9847710015223687
DB,0.6536558313456556,0.07875306859722811
CH,0.7726252302173692,0.024604151891563588
AD-S,-0.09494283765920737,0.8230490717556534
AD-DB,0.3334882748016303,0.4195235701811443
AD-CH,0.7616236673385082,0.028097785176952255
AD-idea,-0.09119949736471376,0.8299467490396109
