Metric,Correlation,P-value
cSIL,-0.022423303835536236,0.9030464749154732
GD43,0.2890823231217038,0.1085576394800481
GD53,0.21226023906552596,0.2434923137731248
PS,-0.03818178514044771,0.8356421010730455
rCIP,-0.29911816626947185,0.09629818758610305
WB,0.18084102725656342,0.32193542450941814
XB,0.180957748405691,0.3216179317226205
SSE,0.16896958524124067,0.35523707186684533
RS,0.1250146055179494,0.4954063516464199
DH,-0.055890910815520375,0.7612609957748325
B,0.1808349151580687,0.32195205535388083
BH,0.18519531213219517,0.3102228741112148
D,0.2693453300625625,0.1360311277307627
H,-0.056670882012441734,0.7580275102223762
DBCV,0.7012300292102371,7.803697333139716e-06
I,0.21720186146579035,0.23243282785790687
C,0.11656763053658391,0.5252049163047586
CDbw,0.1456819952995362,0.42628077567397515
VIASCKDE,0.4727492368578603,0.006288547673436375
COP,0.08490476661044208,0.6440664143360154
Sym,0.2602151083716398,0.15033516512597284
CS,0.18305088222725382,0.31595736352410253
SF,0.1814083638767125,0.3203940351023801
SD,-0.002938799561452904,0.9872639516142375
SDbw,0.02447814676137905,0.8942092856596773
XB*,0.18320657379402638,0.31553881478036466
S,0.1979612549664355,0.2774449055769635
DB,0.18485957837696393,0.31111633744193135
CH,0.26987649879011033,0.13523080748385546
ED-S,0.6701787920639755,2.7153677147081126e-05
ED-DB,-0.7234027900352811,2.899133217683582e-06
ED-CH,0.24997881036964562,0.16763131614929183
AD-S,0.7102426291470122,5.2753176687133706e-06
AD-DB,-0.7297850458890255,2.1421954415534254e-06
AD-CH,0.2835700203232281,0.11577120105613718
AD-idea,0.3308041479741906,0.06441272335666583
