,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,,,,,,
GD43,,,,,,
GD53,,,,,,
PS,,,,,,
rCIP,,,,,,
WB,,,,,,
XB,,,,,,
SSE,-0.7919989137045518,0.7471593593292859,0.7089474555294895,-0.7871976729920553,-0.5372140475003931,0.3125008199544399
RS,,,,,,
DH,0.9070900529500657,0.6417869106755679,0.9386773826650975,-0.8164957598755808,0.5787582049796585,0.7227618003903933
B,0.8095733927820417,0.4959651261103708,0.8915750425356859,-0.6186006311582088,0.5145769073962015,0.818977903359914
BH,-0.7798524842820023,0.7680075852769613,0.953619287172167,-0.7910902078760466,-0.6354264216381155,0.2585411224861238
D,-0.6917872728734699,-0.04559730481552764,-0.12733645526936577,0.04966484707325895,0.10745356497950229,-0.7382040994919804
H,,,,,,
DBCV,-0.7261314337043411,0.6203472061574148,0.6745908795557198,-0.09947974436277211,-0.4285326103855942,-0.5908747316227191
I,-0.12669085393377671,-0.1715640725438373,-0.0858764382966297,-0.1529487141725113,-0.17822942914722412,-0.3373762431448653
C,0.5449036178023113,-0.9595846124719493,-0.974991497243759,0.6781544832240691,0.16528351407413958,-0.8579245656588886
VIASCKDE,0.3216085410553549,0.18253472117049668,-0.7326562311795171,-0.45960150520061044,0.546626876628907,0.4971048639410144
COP,-0.6471781064712668,0.17484645916901526,0.03603102564211962,-0.8729589665005559,-0.6295430355604233,-0.10348188943532681
Sym,-0.8449846194464942,0.8433569833472951,0.805334908347679,-0.8545696981851354,-0.38149674867330985,0.6183757706727763
CS,0.9031323086069659,0.5624014875063325,0.9320874412628545,-0.7438254304448575,0.8030956627557901,0.8461091157102986
SF,-0.8431847323672734,0.2891728654750509,-0.0791254852177156,-0.5614093923376041,0.5030061077032509,-0.14482663228097833
SD,0.6017640496599486,0.7382487995513475,0.9715127892552501,-0.810194416129606,-0.43127352894323867,0.9475708451564588
SDbw,0.7338228390148991,-0.08245454250497075,0.7048597752285286,,0.11949336525115276,0.9404207007563902
XB*,0.4638451894041405,-0.617953685540972,-0.3063911966056181,0.8525773283708649,0.40330343771829674,0.5307705868134581
S,-0.5823498624121289,0.9603374151412907,0.9357592796478905,-0.5831143532555295,-0.19201172317140383,0.8309893301590506
DB,0.923815988696642,0.34010315653503514,0.881847757729516,-0.7183594604787267,0.8215735580493009,0.9365570178020425
CH,0.9322100162160513,0.8330983644302855,0.82124209567301,-0.581430096703266,0.7720764930019756,0.9895216005862426
AD-S,-0.8337547290304804,0.8770176501502593,0.6663355265198462,-0.5414847364051527,-0.664083699568525,0.012248141278440653
AD-DB,0.9128209880945829,0.5146036340330621,-0.4934855004649867,0.3196307143535869,0.6910390806375861,0.8859757702601233
AD-CH,0.8390073437246569,0.7594855544222177,0.9344006300378045,-0.673405128146925,0.783691368611569,0.7676687518679878
AD-idea,-0.8407910312326115,-0.5863837190365805,-0.4423694733937615,0.7564405311125293,-0.4495408605656534,-0.47540273115961557
