,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.04080835332747758,-0.24539518303259605,0.5932885324710498,-0.22747903689102122,-0.2245127510515774,0.3368385590271035
GD43,0.1298023369867126,0.14502293714999528,0.5211633837177966,-0.1763326561216434,0.25074163122820026,0.47316795488723523
GD53,0.030739118543507617,-0.11791605503508333,-0.2620574900695403,-0.7188327397562398,0.005483739848607863,0.3987568981282368
PS,0.2321698333694569,0.33221798487727405,0.093959634704296,0.33085175082985224,-0.02779114297863709,0.5959038357253326
rCIP,-0.016936538568629582,-0.3725288242140206,-0.10502951047861145,0.2552694507176345,0.14284493318900723,-0.5765546393186417
WB,-0.9119613550462347,-0.4213954930954564,-0.4277620359462674,-0.9327402655911085,-0.7497527061561247,-0.7598408758344604
XB,-0.07844450179376031,-0.2884902974397449,-0.1491561084118056,0.760982534762956,0.0539228564981252,-0.6779158415896523
SSE,-0.9626228585898876,0.030811129427665236,-0.6481035876784298,-0.9217620922266939,-0.7518502373016112,-0.22409089088252152
RS,0.9122565721107961,0.008116308676148997,0.593054155263572,-0.3865594418135008,-0.15621053135559546,0.5865036636383766
DH,0.2082757849897684,0.38530801245507207,-0.5493224285224647,-0.5210501581163103,0.3111338495535525,0.4708066294316462
B,0.45874096013543314,0.3157477371515696,-0.565271272908204,-0.31880721670468143,-0.12462478551918789,0.17868596313331384
BH,-0.9404850845667564,-0.05201630856807884,-0.6143863495203225,-0.9083535726317944,-0.7520176443770897,-0.1861857436417133
D,-0.5555943805851903,-0.2067789072293778,0.3203441825422437,-0.6372728702677414,0.2313751011841482,0.11263783266348248
H,0.0922488045613814,-0.309870464683481,-0.14463165781910536,0.43066673959812735,0.2475958156902376,-0.5731573314435456
DBCV,-0.3732038089856969,-0.05615817599181397,0.24445902306944203,0.1345288682943781,-0.22620351827608243,-0.02701705007220995
I,-0.16374380805371663,0.17732508434802197,0.3644260812518343,-0.8166251321996489,-0.5334323632248261,0.7679290502089582
C,0.5061021060565163,-0.21644903644058405,-0.6363177914178294,-0.7210737050515409,-0.7956592021525382,-0.5563831093584678
VIASCKDE,0.50862306614635,0.0652584730076923,0.25855732406056225,-0.9539465121960198,0.22644153666717473,-0.43366130344302356
COP,-0.8313279898789758,0.2625717502367731,-0.2946846832587418,-0.9162599801046002,-0.025451832037532353,-0.4057042425930456
Sym,-0.08993154942567691,0.10935548780710412,0.3229298191205794,0.6383412049870989,0.11187690180903588,0.3404409920442063
CS,0.2538368555096225,0.4474968089319654,-0.6408472509356656,-0.080777668383926,0.12057696797346973,0.08663677304568422
SF,0.7639990015544286,0.023605632446594752,0.5757806842637416,-0.10287124194722375,0.13983109764238066,0.6076443636044417
SD,-0.8705404206564132,-0.23207739014887557,-0.5609964215352334,-0.6116554589825165,-0.4956202514529471,0.0037234444896598936
SDbw,-0.67313422627093,0.18334057968744039,-0.6456627917031527,,-0.22131104731402212,-0.010565542509366444
XB*,0.011933702541336962,-0.3327723337742752,-0.1069672451697049,0.6398522087964695,0.07178438512573378,-0.6980520176254044
S,0.08802484873580435,0.09622119259559392,0.6830206256636129,0.15516769262037064,0.006032197960308587,0.8206005637711825
DB,0.044463077890754994,0.33503571188544423,-0.7089449928777682,0.17646046515314345,0.24299583869890992,-0.12274309128039407
CH,0.9291013466997865,0.4571504934297093,0.7080143198920436,0.9171942512647815,0.6064168379958145,0.8214153052144133
AD-S,-0.768742472758149,-0.12993077788206978,0.3880628672333578,-0.5388254653702579,-0.5876358080597951,-0.4144944444378424
AD-DB,0.7113760086595547,0.39758781725670495,-0.5544976853942475,0.6961854118430884,0.6354305888541694,0.4691253567593742
AD-CH,0.724582560042271,0.1363979702435801,0.10117415285201636,0.3840100984392762,0.38064417397096784,0.7944422580836855
AD-idea,-0.8070323002625472,-0.3563920769535241,-0.004195971637770771,0.3452303681719371,-0.26199951051946,-0.5813825406859504
