,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,,,,,,
GD43,,,,,,
GD53,,,,,,
PS,,,,,,
rCIP,,,,,,
WB,,,,,,
XB,,,,,,
SSE,0.3878294063909606,0.1678515433871956,0.6758627865814407,-0.6097345489494785,-0.5001628978138496,0.09350707785794951
RS,,,,,,
DH,-0.23854853499647785,-0.06912322854540669,0.8904008434030442,-0.7123278560248787,0.5871618846373206,0.720164925370192
B,0.26213677450592,0.35490706563957697,0.9111359344634801,-0.3985657988127001,0.5672500012805736,0.5956951033430986
BH,0.3895183854625071,-0.03659600246212579,0.9631578767468633,-0.6146342268149925,-0.6146893570101291,0.24288349918021784
D,-0.0009749076481196708,-0.48000244699590044,-0.1995304322203396,-0.19789899600887678,0.0864977928218324,-0.567681910630893
H,,,,,,
DBCV,0.12770269758303116,0.04211689751304996,0.611424341064087,0.08366206930728587,-0.34679080367162074,-0.42709342845968457
I,-0.28620825630990343,-0.19283480759209043,-0.12116641335607868,-0.2787155175055562,-0.16577381434178481,-0.32165087877009707
C,-0.7099581697090741,-0.0598144502596442,-0.9748236672945925,0.48435927285247593,0.16191594603434709,-0.7787776268460648
VIASCKDE,0.5776386575876862,0.17068072259717243,-0.6383929097847469,-0.2426940391681237,0.5172426702075317,0.3573356957530508
COP,0.5587814535529365,0.2563831422066104,-0.0351974017849128,-0.7704993323628764,-0.6691238557742186,-0.3520866309358637
Sym,0.28631140928962323,-0.051156982526892075,0.7196054263196795,-0.711138657255675,-0.342749943883388,0.6313733768716232
CS,-0.24926186732507188,-0.15004561181337323,0.9026424316341072,-0.662474766936044,0.7953952356494204,0.8570763830187482
SF,-0.20596415771950313,-0.5648074375242247,-0.19220720860676974,-0.5535191751887962,0.580931143724653,-0.059732097132517745
SD,0.1307375859885078,-0.003332746713278819,0.9395592691463273,-0.6456914379230552,-0.399825203771281,0.9226066202724345
SDbw,-0.29852856025577307,-0.32430734890526935,0.6660293446184664,,0.19469752680338204,0.69618328851696
XB*,-0.13208134508019045,0.3323384814073742,-0.2873205694802863,0.7189291003692738,0.34939228117943616,0.46777320570289466
S,0.6104853098773385,0.10930130677290162,0.8896686072933399,-0.3571577552382291,-0.1568572328829369,0.7756043817436912
DB,-0.14282642533310272,0.06261144120414437,0.8999149863133216,-0.6808847688888162,0.7793822636124941,0.905035750412706
CH,0.02601969165050099,0.0746286874709114,0.7806864549738258,-0.4957849418404756,0.8048028748189896,0.9048543721806038
AD-S,0.40465261546594233,0.20353586437864143,0.7362016577338288,-0.3220957487570012,-0.6546796161991968,-0.01344594857306893
AD-DB,-0.17755233459769246,0.3963534100592299,-0.534347944754338,0.13590770400045668,0.676984916567501,0.827449787006808
AD-CH,-0.26258317455605623,-0.0680849432662979,0.8889682880583702,-0.555305705119928,0.8260070860261595,0.7328047048568612
AD-idea,0.18590511624960082,0.4432914554107106,-0.4147515316572275,0.727863918809285,-0.4637505963076066,-0.5049473945391768
