,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.892,0.814,0.510,0.790,0.716,-0.062,0.092s
GD43 (↑),9.396,1.958,0.799,1.614,1.157,0.004,0.007s
GD53 (↑),0.350,0.457*,0.496*,0.426*,0.408*,0.428*,0.005s
PS (↑),3.417,1.904,1.578,1.757,1.666,1.210,0.008s
rCIP (↓),2.086,0.037*,0.081*,0.052*,0.062*,66.052,0.009s
WB (↓),0.389,1.831,8.174,2.179,3.301,4556.215,0.005s
XB (↓),0.207,0.229,0.963,0.269,0.400,29629.254,0.005s
SSE (↓),28.522,714.278,1200.685,779.198,930.593,1487.950,0.000s
RS (↑),0.618,0.047,-0.603,-0.019,-0.186,-18.904,0.001s
DH (↓),0.128,0.520,0.747,0.550,0.606,0.995,0.118s
B (↓),0.019,0.457,1.824,0.531,0.777,219.341,0.001s
BH (↓),1.426,357.139,600.342,389.599,465.296,74.398,0.001s
D (↑),0.111,0.236*,0.119*,0.240*,0.234*,0.001,0.013s
H (↓),2.169,0.371*,0.980*,0.413*,0.542*,19.979,0.001s
DBCV (↑),-0.327,-0.991,-0.976,-0.951,-0.988,-0.991,4.047s
I (↑),0.646,0.570,0.135,0.488,0.331,0.000,0.001s
C (↓),0.009,0.124,0.335,0.164,0.232,0.455,0.310s
CDbw (↑),0.154,0.003,0.007,0.021,0.003,0.009,0.074s
VIASCKDE (↑),0.685,0.759*,0.742*,0.777*,0.760*,-0.522,0.301s
COP (↓),0.117,0.320,0.311,0.303,0.299,0.384,0.030s
Sym (↑),0.022,0.005,0.002,0.007,0.003,0.000,0.006s
CS (↓),1.029,1.337,2.703,1.364,1.605,94.879,0.018s
SF (↑),0.173,0.375*,0.285*,0.363*,0.338*,0.000,0.003s
SD (↓),5592552.525,121674058.602,203300672.798,135813112.210,171602616.145,254430800.138,0.194s
SDbw (↓),0.125,1.431,2.026,1.644,1.863,2.684,0.008s
XB* (↓),0.249,0.250,0.971,0.315,0.491,32330.667,0.003s
S (↑),0.557,0.452,0.236,0.406,0.347,-0.069,0.122s
DB (↓),0.595,0.868,1.769,0.930,1.114,120.666,0.003s
CH (↑),8061.328,3274.704,733.584,2752.084,1816.627,0.688,0.001s
ED-S (↑),0.453,0.678*,-0.114,0.560*,0.347,-0.285,71.271s
ED-DB (↓),1.123,0.660*,7.530,0.797*,0.519*,46.885,7.480s
ED-CH (↑),1352.826,5444.183*,684.216,4424.187*,2642.479*,13.381,7.878s
MST-S (↑),0.398,0.424*,-0.071,0.383,0.318,-0.090,94.011s
MST-DB (↓),1.219,1.012*,3.957,1.070*,1.059*,15.878,11.394s
MST-CH (↑),576.206,3709.934*,1470.468*,3791.515*,3967.999*,29.301,10.117s
