,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.992,0.768,0.768,0.863,0.921,-0.012,0.002s
GD43 (↑),38.764,1.128,1.128,1.186,1.865,0.007,0.001s
GD53 (↑),0.452,0.476*,0.476*,0.338,0.339,0.481*,0.001s
PS (↑),2.617,1.459,1.459,1.463,1.463,1.217,0.001s
rCIP (↓),0.000,0.029,0.029,0.000,0.000,0.562,0.001s
WB (↓),0.050,2.801,2.801,1.646,0.944,2730.030,0.001s
XB (↓),0.009,0.310,0.310,0.183,0.105,4301.981,0.001s
SSE (↓),16.154,572.619,572.619,443.065,314.788,980.446,0.000s
RS (↑),0.951,-0.136,-0.136,0.314,0.511,-1.999,0.000s
DH (↓),0.093,0.443,0.443,0.304,0.244,0.998,0.010s
B (↓),0.011,0.558,0.558,0.330,0.189,585.361,0.000s
BH (↓),5.385,286.309,286.309,221.532,157.394,326.815,0.000s
D (↑),1.418,0.291,0.291,0.617,0.734,0.191,0.001s
H (↓),0.024,0.464,0.464,0.220,0.139,2.996,0.000s
DBCV (↑),0.982,-0.999,-0.999,-0.063,0.827,-1.000,5.995s
I (↑),37.056,1.039,1.039,1.709,3.000,0.001,0.001s
C (↓),0.000,0.160,0.160,0.099,0.006,0.565,0.103s
CDbw (↑),0.623,0.008,0.008,0.140,1.316*,0.006,0.013s
VIASCKDE (↑),0.819,0.748,0.748,0.807,0.817,-0.158,0.526s
COP (↓),0.128,0.280,0.280,0.323,0.288,0.422,0.015s
Sym (↑),0.355,0.003,0.003,0.093,0.127,0.000,0.601s
CS (↓),0.298,1.609,1.609,0.728,0.600,69.351,5.035s
SF (↑),0.629,0.307,0.307,0.406,0.473,0.053,0.001s
SD (↓),13422803.651,438919396.929,438919396.929,344756786.468,247694123.702,737408534.621,0.062s
SDbw (↓),0.018,0.598,0.598,0.618,0.336,2.422,0.003s
XB* (↓),0.010,0.326,0.326,0.271,0.155,4417.101,0.001s
S (↑),0.889,0.502,0.502,0.607,0.697,-0.015,0.029s
DB (↓),0.157,0.889,0.889,0.592,0.450,94.996,0.002s
CH (↑),29759.952,711.954,711.954,1211.659,2111.695,0.547,0.000s
ED-S (↑),0.974,0.658,0.658,0.653,0.830,-0.145,8.230s
ED-DB (↓),0.051,0.499,0.499,0.729,0.248,22.972,2.847s
ED-CH (↑),11941.034,1236.368,1236.368,688.157,3429.484,40.416,2.824s
MST-S (↑),0.975,0.660,0.660,0.484,0.797,-0.160,3.764s
MST-DB (↓),0.051,0.486,0.486,1.032,0.312,26.839,1.344s
MST-CH (↑),17173.589,1422.344,1422.344,629.029,3320.963,45.970,1.316s
