,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.000,0.695*,0.695*,0.709*,0.682*,0.009*,0.002s
GD43 (↑),0.004,1.307*,1.312*,1.381*,1.253*,0.066*,0.001s
GD53 (↑),0.313,0.495*,0.498*,0.500*,0.495*,0.492*,0.001s
PS (↑),1.963,1.951,1.928,1.947,1.959,1.894,0.001s
rCIP (↓),0.310,0.042*,0.043*,0.042*,0.041*,0.309*,0.001s
WB (↓),80510.993,3.507*,3.516*,3.285*,3.738*,866.728*,0.000s
XB (↓),10063.874,0.438*,0.439*,0.411*,0.467*,108.201*,0.001s
SSE (↓),513.484,327.020*,327.297*,319.178*,334.506*,512.315*,0.000s
RS (↑),-1.000,-0.274*,-0.275*,-0.243*,-0.303*,-0.997*,0.000s
DH (↓),0.901,0.633*,0.634*,0.623*,0.642*,0.996,0.010s
B (↓),20168.084,0.879*,0.880*,0.823*,0.936*,216.554*,0.000s
BH (↓),256.742,163.510*,163.649*,159.589*,167.253*,256.157*,0.000s
D (↑),0.160,0.302*,0.302*,0.279*,0.304*,0.144,0.001s
H (↓),2.000,0.610*,0.610*,0.582*,0.637*,1.982*,0.000s
DBCV (↑),0.824,-0.941,-0.941,-0.934,-0.975,-0.989,1.952s
I (↑),0.000,0.326*,0.324*,0.345*,0.306*,0.001*,0.000s
C (↓),0.435,0.215*,0.217*,0.206*,0.224*,0.498,0.038s
CDbw (↑),0.020,0.004,0.007,0.008,0.004,0.004,0.004s
VIASCKDE (↑),0.754,0.614,0.633,0.645,0.610,0.001,0.031s
COP (↓),0.506,0.384*,0.339*,0.342*,0.359*,0.450*,0.007s
Sym (↑),0.000,0.008*,0.008*,0.009*,0.008*,0.001*,0.002s
CS (↓),203.179,1.716*,1.712*,1.686*,1.782*,24.129*,0.003s
SF (↑),0.227,0.325*,0.325*,0.328*,0.321*,0.228*,0.001s
SD (↓),6378786.938,4034320.669*,4037836.874*,4477763.449*,4810237.406*,6337304.750*,0.025s
SDbw (↓),2.000,2.206,2.203,2.187,2.260,2.893,0.001s
XB* (↓),16079.616,0.443*,0.441*,0.411*,0.472*,109.937*,0.000s
S (↑),0.114,0.351*,0.350*,0.360*,0.343*,0.003,0.014s
DB (↓),189.945,1.189*,1.192*,1.155*,1.227*,19.684*,0.000s
CH (↑),0.025,569.090*,567.764*,607.591*,534.018*,2.303*,0.000s
ED-S (↑),0.645,-0.038,-0.016,-0.101,0.026,-0.178,3.101s
ED-DB (↓),0.502,4.326,3.830,5.833,4.609,4.830,1.177s
ED-CH (↑),4645.798,1615.497,1481.874,295.971,315.412,316.833,1.159s
MST-S (↑),0.620,-0.105,-0.130,-0.108,-0.110,-0.134,1.313s
MST-DB (↓),0.760,5.045,6.779,5.074,5.064,6.808,0.596s
MST-CH (↑),1677.288,332.498,294.348,343.456,298.958,280.291,0.664s
