,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.928,0.622,0.819,0.881,0.687,0.000,0.003s
GD43 (↑),6.373,0.914,2.276,2.281,1.140,0.034,0.002s
GD53 (↑),0.464,0.375,0.485*,0.377,0.413,0.495*,0.000s
PS (↑),2.637,1.905,1.661,1.467,1.627,2.151,0.005s
rCIP (↓),0.022,0.066,0.025,0.000*,0.035,1.166,0.000s
WB (↓),0.500,4.490,1.817,1.382,3.833,1621.475,0.003s
XB (↓),0.090,0.561,0.220,0.154,0.460,479.689,0.003s
SSE (↓),62.005,300.262,206.596,177.370,285.194,433.199,0.001s
RS (↑),0.571,-0.369,0.044,0.314,-0.244,-1.995,0.000s
DH (↓),0.289,0.627,0.479,0.381,0.587,0.997,0.015s
B (↓),0.111,1.123,0.427,0.278,0.885,372.926,0.000s
BH (↓),20.668,150.131,103.298,88.685,142.597,144.400,0.000s
D (↑),0.260,0.165,0.235,0.275*,0.181,0.023,0.000s
H (↓),0.217,0.694,0.362,0.221,0.596,2.992,0.000s
DBCV (↑),-0.355,-0.982,-0.952,0.362*,-0.987,-0.998,5.137s
I (↑),1.354,0.220,0.572,0.820,0.268,0.000,0.000s
C (↓),0.018,0.258,0.117,0.067,0.246,0.520,0.064s
CDbw (↑),0.034,0.011,0.018,0.048*,0.013,0.018,0.012s
VIASCKDE (↑),0.679,0.636,0.660,0.687*,0.657,-0.114,0.082s
COP (↓),0.232,0.323,0.267,0.243,0.327,0.454,0.015s
Sym (↑),0.048,0.010,0.014,0.043,0.011,0.000,0.003s
CS (↓),0.852,2.175,1.521,1.103,1.906,48.178,0.004s
SF (↑),0.443,0.332,0.395,0.441,0.350,0.140,0.001s
SD (↓),1264362.609,6161339.954,4927231.742,3615203.382,6640616.283,8949832.739,0.068s
SDbw (↓),0.485,1.656,1.168,0.900,2.030,2.873,0.004s
XB* (↓),0.095,0.748,0.227,0.204,0.557,482.935,0.002s
S (↑),0.648,0.344,0.494,0.572,0.371,-0.014,0.027s
DB (↓),0.493,1.334,0.827,0.625,1.163,37.891,0.002s
CH (↑),2990.735,444.517,1098.519,1443.973,520.732,0.922,0.000s
ED-S (↑),0.520,0.319,0.595*,0.698*,0.107,-0.265,4.785s
ED-DB (↓),1.023,0.420*,0.818*,0.690*,1.674,2.795,1.537s
ED-CH (↑),1190.587,1568.679*,1633.901*,1823.359*,941.021,266.006,1.513s
MST-S (↑),0.455,0.315,0.633*,0.762*,0.057,-0.226,3.120s
MST-DB (↓),1.125,0.990*,0.620*,0.455*,1.566,2.531,1.168s
MST-CH (↑),1448.612,1375.829,2073.719*,2425.643*,923.775,324.934,1.089s
