,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.782,0.850*,0.850*,0.761,0.773,0.014,0.005s
GD43 (↑),1.638,2.321*,2.321*,1.506,1.576,0.075,0.002s
GD53 (↑),0.498,0.497,0.497,0.499*,0.497,0.498,0.001s
PS (↑),1.963,1.959,1.959,1.951,1.944,1.932,0.001s
rCIP (↓),0.067,0.009*,0.009*,0.049*,0.031*,0.281,0.002s
WB (↓),2.230,1.409*,1.409*,2.507,2.347,554.658,0.002s
XB (↓),0.279,0.176*,0.176*,0.313,0.293,69.314,0.002s
SSE (↓),331.751,260.120*,260.120*,350.030,339.745,627.051,0.000s
RS (↑),-0.054,0.173*,0.173*,-0.112,-0.080,-0.993,0.001s
DH (↓),0.554,0.471*,0.471*,0.576,0.547*,0.995,0.025s
B (↓),0.559,0.353*,0.353*,0.628,0.588,138.871,0.001s
BH (↓),165.875,130.060*,130.060*,175.015,169.872,313.525,0.000s
D (↑),0.083,0.443*,0.443*,0.288*,0.250*,0.116*,0.003s
H (↓),0.436,0.300*,0.300*,0.477,0.454,1.972,0.001s
DBCV (↑),0.897,-0.991,-0.991,-0.985,-0.994,-0.996,7.175s
I (↑),0.562,0.882*,0.882*,0.512,0.595*,0.002,0.000s
C (↓),0.167,0.082*,0.082*,0.187,0.160*,0.498,0.098s
CDbw (↑),0.081,0.009,0.009,0.005,0.006,0.004,0.013s
VIASCKDE (↑),0.788,0.768,0.768,0.751,0.772,-0.026,0.579s
COP (↓),0.335,0.328*,0.328*,0.336,0.273*,0.383,0.014s
Sym (↑),0.004,0.010*,0.010*,0.006*,0.004,0.001,0.621s
CS (↓),1.277,1.026*,1.026*,1.369,1.418,18.781,4.256s
SF (↑),0.321,0.364*,0.364*,0.314,0.332*,0.199,0.001s
SD (↓),2800394.354,2157096.112*,2157096.112*,3207358.425,3146102.826,5215970.531,0.026s
SDbw (↓),1.303,1.101*,1.101*,1.511,1.338,2.913,0.001s
XB* (↓),0.280,0.177*,0.177*,0.314,0.295,69.658,0.000s
S (↑),0.394,0.501*,0.501*,0.379,0.419*,0.003,0.013s
DB (↓),1.007,0.804*,0.804*,1.055,0.979*,15.842,0.001s
CH (↑),895.147,1416.470*,1416.470*,796.284,850.602,3.599,0.000s
ED-S (↑),0.814,-0.029,-0.029,0.216,0.023,-0.162,8.046s
ED-DB (↓),0.557,1.732,1.732,1.345,5.334,2.021,2.855s
ED-CH (↑),3664.267,783.394,783.394,913.700,1664.493,594.719,2.572s
MST-S (↑),0.750,-0.651,-0.651,-0.433,-0.188,-0.229,2.914s
MST-DB (↓),0.500,1.749,1.749,1.433,3.625,1.204,1.717s
MST-CH (↑),2243.152,662.558,662.558,813.177,1487.620,953.817,1.863s
