,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.747,0.478,0.800*,0.730,0.738,0.001,0.000s
GD43 (↑),2.408,1.137,2.789*,2.005,2.279,0.034,0.003s
GD53 (↑),0.489,0.495*,0.461,0.450,0.478,0.498*,0.000s
PS (↑),1.953,1.575,1.682,1.511,1.880,1.946,0.000s
rCIP (↓),0.309,0.216*,0.153*,0.205*,0.191*,0.836,0.000s
WB (↓),2.713,9.287,2.086*,3.344,2.842,8059.840,0.003s
XB (↓),0.339,1.093,0.254*,0.382,0.355,1007.400,0.001s
SSE (↓),245.030,350.255,217.327*,266.362,249.869,425.582,0.000s
RS (↑),-0.151,-0.641,-0.004*,-0.194,-0.171,-1.000,0.000s
DH (↓),0.616,0.776,0.549*,0.613*,0.608*,0.999,0.035s
B (↓),0.679,2.069,0.495*,0.705,0.709,2016.639,0.000s
BH (↓),122.515,175.127,108.663*,133.181,124.935,212.791,0.000s
D (↑),0.008,0.101*,0.177*,0.174*,0.146*,0.007,0.004s
H (↓),0.506,1.043,0.399*,0.532,0.523,1.998,0.000s
DBCV (↑),-0.994,-0.988*,-0.993*,-0.987*,-0.982*,-0.995,13.856s
I (↑),0.160,0.051,0.211*,0.145,0.157,0.000,0.001s
C (↓),0.221,0.359,0.167*,0.246,0.215*,0.500,0.150s
CDbw (↑),0.023,0.020,0.012,0.009,0.011,0.007,0.408s
VIASCKDE (↑),0.408,0.687*,0.723*,0.707*,0.712*,-0.004,0.136s
COP (↓),0.249,0.260,0.230*,0.245*,0.235*,0.294,0.015s
Sym (↑),0.015,0.008,0.014,0.011,0.011,0.000,0.003s
CS (↓),1.878,3.528,1.618*,1.991,2.131,102.332,0.008s
SF (↑),0.430,0.388,0.445*,0.428,0.431*,0.354,0.001s
SD (↓),492556.150,702165.092,429677.563*,554709.774,544360.881,865293.999,0.163s
SDbw (↓),2.041,2.264,1.730*,1.890*,2.103,2.976,0.003s
XB* (↓),0.347,1.104,0.275*,0.424,0.371,1011.405,0.001s
S (↑),0.342,0.213,0.416*,0.336,0.362*,-0.000,0.056s
DB (↓),1.037,1.832,0.893*,1.057,1.045,57.204,0.001s
CH (↑),1484.898,433.745,1930.908*,1204.678,1417.128,0.500,0.000s
ED-S (↑),0.012,-0.030,0.022*,-0.011,0.011,-0.060,6.353s
ED-DB (↓),2.322,2.303*,2.346,2.469,2.219*,2.588,2.291s
ED-CH (↑),1633.258,1572.854,1609.812,1460.027,1561.404,771.368,2.381s
MST-S (↑),0.034,0.009,0.050*,0.013,0.038*,0.001,0.204s
MST-DB (↓),2.453,2.736,2.439*,2.534,2.448*,2.713,0.195s
MST-CH (↑),1574.551,1489.758,1575.966*,1579.939*,1574.527,735.854,0.306s
idea (↑),0.213,0.260*,0.297*,0.293*,0.284*,0.075,0.363s
