,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.919,0.271,0.918,0.885,0.901,0.003,0.002s
GD43 (↑),5.670,0.556,5.294,3.264,4.651,0.050,0.001s
GD53 (↑),0.490,0.499*,0.462,0.400,0.488,0.496*,0.001s
PS (↑),1.962,1.594,1.912,1.756,1.952,1.950,0.001s
rCIP (↓),0.007,0.186,0.008,0.045,0.025,0.730,0.001s
WB (↓),0.704,22.674,0.713,1.071,0.882,2412.436,0.001s
XB (↓),0.088,2.689,0.089,0.132,0.110,301.541,0.001s
SSE (↓),165.440,583.926,166.952,221.650,194.392,634.906,0.000s
RS (↑),0.479,-0.838,0.476,0.325,0.388,-0.998,0.000s
DH (↓),0.357,0.866,0.358,0.406,0.386,0.998,0.030s
B (↓),0.176,5.122,0.178,0.261,0.221,603.675,0.000s
BH (↓),82.720,291.963,83.476,110.825,97.196,317.453,0.000s
D (↑),0.335,0.087,0.307,0.229,0.197,0.008,0.005s
H (↓),0.162,1.458,0.163,0.225,0.198,1.993,0.001s
DBCV (↑),-0.883,-0.973,-0.936,-0.985,-0.977,-0.986,6.768s
I (↑),1.027,0.031,1.017,0.751,0.878,0.000,0.000s
C (↓),0.029,0.434,0.032,0.093,0.060,0.499,0.165s
CDbw (↑),0.015,0.024*,0.010,0.011,0.006,0.015,0.097s
VIASCKDE (↑),0.736,0.656,0.746*,0.721,0.726,0.006,0.121s
COP (↓),0.219,0.309,0.217*,0.226,0.185*,0.330,0.014s
Sym (↑),0.036,0.006,0.037*,0.019,0.021,0.001,0.004s
CS (↓),0.952,4.861,0.946*,1.269,1.255,50.540,0.007s
SF (↑),0.489,0.306,0.488,0.468,0.478,0.290,0.001s
SD (↓),53601.902,189195.268,53963.063,72276.090,64610.593,207543.473,0.161s
SDbw (↓),0.889,2.454,0.894,1.114,1.019,2.981,0.002s
XB* (↓),0.090,2.693,0.096,0.165,0.113,303.990,0.001s
S (↑),0.627,0.130,0.624,0.551,0.588,0.002,0.059s
DB (↓),0.529,3.053,0.531,0.609,0.572,32.591,0.001s
CH (↑),5531.140,171.738,5463.447,3634.720,4417.379,1.614,0.000s
MST-S (↑),0.517,0.003,0.511,0.444,0.493,0.001,0.216s
MST-DB (↓),0.994,1.872,1.001,1.079,1.022,2.957,0.193s
MST-CH (↑),3312.154,1849.863,3269.229,2951.070,3218.693,945.957,0.297s
