,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.747,0.478,0.800*,0.730,0.738,0.003,0.005s
GD43 (↑),2.408,1.137,2.789*,2.005,2.279,0.061,0.003s
GD53 (↑),0.489,0.495*,0.461,0.450,0.478,0.499*,0.002s
PS (↑),1.953,1.575,1.682,1.511,1.880,1.924,0.001s
rCIP (↓),0.309,0.216*,0.153*,0.205*,0.191*,0.836,0.001s
WB (↓),2.713,9.287,2.086*,3.344,2.842,2532.624,0.001s
XB (↓),0.339,1.093,0.254*,0.382,0.355,316.453,0.001s
SSE (↓),245.030,350.255,217.327*,266.362,249.869,425.351,0.001s
RS (↑),-0.151,-0.641,-0.004*,-0.194,-0.171,-0.998,0.000s
DH (↓),0.616,0.776,0.549*,0.613*,0.608*,0.999,0.151s
B (↓),0.679,2.069,0.495*,0.705,0.709,633.286,0.001s
BH (↓),122.515,175.127,108.663*,133.181,124.935,212.676,0.000s
D (↑),0.008,0.101*,0.177*,0.174*,0.146*,0.007,0.013s
H (↓),0.506,1.043,0.399*,0.532,0.523,1.994,0.001s
DBCV (↑),-0.994,-0.988*,-0.993*,-0.987*,-0.982*,-0.997,19.258s
I (↑),0.160,0.051,0.211*,0.145,0.157,0.000,0.003s
C (↓),0.221,0.359,0.167*,0.246,0.215*,0.500,0.522s
CDbw (↑),0.023,0.020,0.012,0.009,0.011,0.009,0.197s
VIASCKDE (↑),0.408,0.687*,0.723*,0.707*,0.712*,0.008,0.254s
COP (↓),0.249,0.260,0.230*,0.245*,0.235*,0.298,0.034s
Sym (↑),0.015,0.008,0.014,0.011,0.011,0.000,0.009s
CS (↓),1.878,3.528,1.618*,1.991,2.131,56.810,0.020s
SF (↑),0.430,0.388,0.445*,0.428,0.431*,0.354,0.002s
SD (↓),492556.150,702165.092,429677.563*,554709.774,544360.881,857973.691,0.404s
SDbw (↓),2.041,2.264,1.730*,1.890*,2.103,2.983,0.005s
XB* (↓),0.347,1.104,0.275*,0.424,0.371,317.006,0.003s
S (↑),0.342,0.213,0.416*,0.336,0.362*,0.000,0.188s
DB (↓),1.037,1.832,0.893*,1.057,1.045,32.058,0.027s
CH (↑),1484.898,433.745,1930.908*,1204.678,1417.128,1.590,0.013s
MST-S (↑),0.034,0.009,0.050*,0.013,0.038*,0.001,1.485s
MST-DB (↓),2.453,2.736,2.439*,2.534,2.448*,2.713,1.016s
MST-CH (↑),1574.551,1489.758,1575.966*,1579.939*,1574.527,757.273,1.016s
