,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.809,0.428,0.833*,0.768,0.776,0.003,0.002s
GD43 (↑),3.016,0.971,3.161*,2.157,2.518,0.057,0.000s
GD53 (↑),0.490,0.497*,0.458,0.438,0.475,0.492*,0.002s
PS (↑),1.950,1.573,1.764,1.555,1.913,1.926,0.000s
rCIP (↓),0.178,0.209,0.106*,0.175*,0.159*,0.810,0.001s
WB (↓),1.886,11.378,1.639*,2.680,2.308,2615.499,0.000s
XB (↓),0.236,1.339,0.202*,0.313,0.288,326.820,0.002s
SSE (↓),224.465,393.348,208.271*,264.859,247.791,462.136,0.000s
RS (↑),0.029,-0.698,0.110*,-0.090,-0.070,-0.998,0.000s
DH (↓),0.541,0.801,0.506*,0.573,0.568,0.999,0.032s
B (↓),0.472,2.532,0.400*,0.588,0.577,654.058,0.002s
BH (↓),112.232,196.674,104.136*,132.429,123.896,231.068,0.000s
D (↑),0.063,0.097*,0.194*,0.180*,0.154*,0.007,0.005s
H (↓),0.382,1.144,0.333*,0.456,0.447,1.994,0.001s
DBCV (↑),-0.980,-0.993,-0.977*,-0.980,-0.985,-0.993,15.224s
I (↑),0.254,0.045,0.293*,0.198,0.215,0.000,0.000s
C (↓),0.158,0.380,0.129*,0.216,0.184,0.500,0.129s
CDbw (↑),0.021,0.012,0.014,0.005,0.010,0.014,0.351s
VIASCKDE (↑),0.536,0.684*,0.734*,0.711*,0.720*,-0.006,0.128s
COP (↓),0.241,0.269,0.227*,0.243,0.229*,0.298,0.019s
Sym (↑),0.019,0.007,0.018,0.012,0.012,0.000,0.003s
CS (↓),1.568,3.791,1.442*,1.811,1.941,56.503,0.007s
SF (↑),0.443,0.371,0.451*,0.432,0.435,0.342,0.001s
SD (↓),287816.348,503483.371,263985.247*,347725.856,341585.160,595000.535,0.181s
SDbw (↓),1.780,2.309,1.616*,1.785,1.976,2.999,0.002s
XB* (↓),0.241,1.346,0.221*,0.357,0.303,332.099,0.001s
S (↑),0.420,0.191,0.461*,0.370,0.398,0.000,0.064s
DB (↓),0.865,2.054,0.801*,0.953,0.939,32.817,0.000s
CH (↑),2125.068,352.258,2446.112*,1495.338,1736.366,1.532,0.000s
ED-S (↑),0.059,-0.038,0.059,0.035,0.042,-0.049,6.806s
ED-DB (↓),2.020,2.142,2.022,1.968*,2.258,5.012,2.226s
ED-CH (↑),1881.668,1737.822,1882.324*,1839.785,1973.798*,392.136,2.374s
MST-S (↑),0.090,0.016,0.092*,0.068,0.095*,0.001,0.192s
MST-DB (↓),2.151,2.304,2.147*,2.193,2.145*,3.146,0.196s
MST-CH (↑),1797.029,1631.937,1807.908*,1789.697,1803.930*,624.861,0.309s
idea (↑),0.286,0.335*,0.357*,0.348*,0.342*,0.056,0.359s
