,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.867,0.361,0.872*,0.818,0.832,0.001,0.002s
GD43 (↑),3.938,0.778,3.780,2.458,3.143,0.035,0.001s
GD53 (↑),0.490,0.499*,0.455,0.422,0.485,0.484,0.001s
PS (↑),1.959,1.571,1.815,1.634,1.911,1.940,0.001s
rCIP (↓),0.066,0.199,0.052*,0.123,0.103,0.775,0.001s
WB (↓),1.232,15.040,1.190*,1.908,1.617,5797.015,0.001s
XB (↓),0.154,1.768,0.148*,0.229,0.202,724.523,0.001s
SSE (↓),200.944,465.165,196.614*,257.333,235.648,526.839,0.000s
RS (↑),0.237,-0.764,0.260*,0.068,0.107,-0.998,0.000s
DH (↓),0.457,0.830,0.447*,0.511,0.498,0.999,0.040s
B (↓),0.308,3.342,0.294*,0.442,0.404,1450.286,0.000s
BH (↓),100.472,232.583,98.307*,128.666,117.824,263.419,0.000s
D (↑),0.165,0.091,0.239*,0.190*,0.174*,0.012,0.004s
H (↓),0.267,1.277,0.255*,0.356,0.336,1.997,0.001s
DBCV (↑),-0.966,-0.986,-0.972,-0.974,-0.978,-0.995,8.629s
I (↑),0.455,0.038,0.471*,0.322,0.364,0.000,0.001s
C (↓),0.090,0.405,0.084*,0.167,0.133,0.500,0.234s
CDbw (↑),0.018,0.014,0.006,0.006,0.012,0.014,0.205s
VIASCKDE (↑),0.638,0.665*,0.736*,0.717*,0.718*,-0.015,0.190s
COP (↓),0.232,0.284,0.224*,0.239,0.215*,0.307,0.018s
Sym (↑),0.025,0.007,0.024,0.014,0.015,0.000,0.004s
CS (↓),1.264,4.182,1.208*,1.559,1.590,82.700,0.010s
SF (↑),0.460,0.346,0.463*,0.442,0.447,0.323,0.001s
SD (↓),143252.175,331378.231,138990.033*,186411.552,177588.758,380874.240,0.542s
SDbw (↓),1.439,2.367,1.373*,1.609,1.626,2.943,0.003s
XB* (↓),0.157,1.773,0.162,0.272,0.208,748.987,0.001s
S (↑),0.514,0.163,0.524*,0.433,0.465,0.000,0.154s
DB (↓),0.699,2.404,0.685*,0.810,0.781,49.482,0.003s
CH (↑),3245.444,265.950,3360.967*,2096.026,2472.954,0.690,0.001s
MST-S (↑),0.113,-0.020,0.107,0.091,0.114*,0.001,0.245s
MST-DB (↓),2.095,2.085*,2.105,2.122,2.092*,2.626,0.230s
MST-CH (↑),1874.988,1830.340,1867.166,1854.902,1878.859*,752.364,0.383s
