,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.763,0.669,0.714,0.716,0.652,-0.039,0.044s
GD43 (↑),2.386,1.441,1.753,1.878,1.460,0.007,0.005s
GD53 (↑),0.098,0.442*,0.465*,0.494*,0.469*,0.460*,0.004s
PS (↑),3.788,1.754,1.903,1.948,1.948,1.339,0.006s
rCIP (↓),18.399,0.105*,0.081*,0.095*,0.100*,58.963,0.007s
WB (↓),1.608,4.016,3.210,3.171,4.261,3545.483,0.005s
XB (↓),0.389,0.495,0.401,0.396,0.533,16957.744,0.004s
SSE (↓),137.872,950.599,877.306,873.194,969.077,1417.971,0.001s
RS (↑),-0.461,-0.312*,-0.229*,-0.226*,-0.362*,-13.938,0.001s
DH (↓),0.268,0.654,0.619,0.623,0.667,0.996,0.208s
B (↓),0.100,0.977,0.801,0.793,1.065,221.800,0.001s
BH (↓),9.191,475.299,438.653,436.597,484.538,94.531,0.001s
D (↑),0.014,0.171*,0.160*,0.160*,0.156*,0.002,0.016s
H (↓),3.416,0.651*,0.571*,0.568*,0.695*,14.987,0.001s
DBCV (↑),-0.969,-0.993,-0.978,-0.998,-0.998,-0.999,12.699s
I (↑),0.113,0.150*,0.188*,0.187*,0.142*,0.000,0.002s
C (↓),0.061,0.246,0.205,0.208,0.249,0.470,1.516s
CDbw (↑),0.074,0.004,0.009,0.003,0.009,0.016,0.323s
VIASCKDE (↑),0.340,0.697*,0.705*,0.695*,0.687*,-0.426,1.211s
COP (↓),0.155,0.236,0.263,0.224,0.267,0.384,0.233s
Sym (↑),0.005,0.005,0.005,0.006*,0.005,0.000,0.089s
CS (↓),1.983,2.029,2.040,1.996,2.207,104.540,0.300s
SF (↑),0.139,0.378*,0.390*,0.388*,0.376*,0.001,0.063s
SD (↓),621483444.486,4058787397.625,3821424452.871,4190124457.029,4909332799.077,6186942704.248,3.312s
SDbw (↓),0.469,1.833,1.710,1.782,2.032,2.894,0.046s
XB* (↓),0.787,0.560*,0.431*,0.401*,0.568*,17581.753,0.012s
S (↑),0.321,0.321,0.360*,0.354*,0.316,-0.041,1.984s
DB (↓),0.886,1.276,1.149,1.154,1.322,116.434,0.013s
CH (↑),3321.509,2488.863,3114.332,3152.535,2346.105,1.506,0.002s
MST-S (↑),0.264,0.011,0.033,0.008,0.040,-0.008,3.882s
MST-DB (↓),1.847,1.886,2.260,2.259,2.255,3.987,3.786s
MST-CH (↑),454.804,4353.794*,4273.604*,4191.091*,4000.560*,206.049,8.747s
