,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.961,0.162,0.961,0.953,0.958,0.005,0.002s
GD43 (↑),9.596,0.333,9.527,6.964,8.937,0.055,0.001s
GD53 (↑),0.492,0.499*,0.489,0.422,0.484,0.500*,0.001s
PS (↑),1.949,1.587,1.947,1.903,1.945,1.941,0.001s
rCIP (↓),0.000,0.171,0.000,0.000,0.000,0.692,0.001s
WB (↓),0.328,43.745,0.329,0.394,0.348,1468.048,0.001s
XB (↓),0.041,5.175,0.041,0.049,0.044,183.482,0.001s
SSE (↓),117.459,796.374,117.647,137.088,123.517,831.651,0.000s
RS (↑),0.718,-0.913,0.718,0.673,0.703,-0.997,0.000s
DH (↓),0.250,0.905,0.250,0.263,0.254,0.997,0.026s
B (↓),0.082,9.833,0.082,0.098,0.087,367.316,0.000s
BH (↓),58.730,398.187,58.824,68.544,61.759,415.825,0.000s
D (↑),0.674,0.100,0.431,0.362,0.278,0.024,0.003s
H (↓),0.079,1.676,0.079,0.093,0.083,1.989,0.001s
DBCV (↑),0.808,-0.991,0.685,-0.911,-0.832,-0.990,8.389s
I (↑),3.208,0.022,3.204,2.921,3.118,0.001,0.000s
C (↓),0.002,0.463,0.002,0.017,0.007,0.499,0.119s
CDbw (↑),0.037,0.010,0.015,0.011,0.019,0.015,0.090s
VIASCKDE (↑),0.781,0.659,0.778,0.765,0.770,-0.012,0.113s
COP (↓),0.205,0.349,0.205,0.206,0.162*,0.367,0.014s
Sym (↑),0.065,0.006,0.065,0.031,0.047,0.001,0.003s
CS (↓),0.642,6.198,0.662,0.895,0.915,36.581,0.006s
SF (↑),0.538,0.247,0.538,0.531,0.536,0.239,0.001s
SD (↓),12844.085,87136.184,12863.844,15040.495,13524.097,91737.282,0.139s
SDbw (↓),0.303,2.457,0.304,0.353,0.320,2.944,0.002s
XB* (↓),0.042,5.187,0.042,0.058,0.045,183.653,0.001s
S (↑),0.744,0.092,0.744,0.725,0.738,0.002,0.057s
DB (↓),0.363,4.379,0.363,0.380,0.368,26.115,0.001s
CH (↑),11162.922,83.803,11142.139,9302.104,10525.513,2.497,0.000s
MST-S (↑),0.905,0.009,0.905,0.886,0.898,0.015,0.174s
MST-DB (↓),0.190,3.372,0.189*,0.207,0.197,3.355,0.167s
MST-CH (↑),13405.739,418.738,13513.385*,12396.581,12935.607,553.165,0.277s
