,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.628,0.540,0.540,0.689*,0.699*,0.001,0.003s
GD43 (↑),1.729,1.378,1.378,1.892*,2.092*,0.038,0.001s
GD53 (↑),0.489,0.494*,0.494*,0.466,0.479,0.484,0.001s
PS (↑),1.952,1.572,1.572,1.460,1.819,1.889,0.001s
rCIP (↓),0.515,0.226*,0.226*,0.227*,0.223*,0.872,0.001s
WB (↓),4.729,7.268,7.268,4.202*,3.468*,6625.897,0.001s
XB (↓),0.591,0.855,0.855,0.466*,0.431*,827.014,0.001s
SSE (↓),274.012,305.755,305.755,264.158*,247.290*,389.770,0.000s
RS (↑),-0.406,-0.563,-0.563,-0.305*,-0.264*,-0.997,0.000s
DH (↓),0.725,0.744,0.744,0.649*,0.644*,0.999,0.039s
B (↓),1.183,1.616,1.616,0.838*,0.857*,1653.219,0.000s
BH (↓),137.006,152.877,152.877,132.079*,123.645*,194.885,0.000s
D (↑),0.003,0.106*,0.106*,0.146*,0.139*,0.002,0.006s
H (↓),0.743,0.920,0.920,0.618*,0.600*,1.998,0.001s
DBCV (↑),-0.994,-0.994,-0.994,-0.988*,-0.979*,-0.992*,4.298s
I (↑),0.082,0.059,0.059,0.107*,0.115*,0.000,0.000s
C (↓),0.310,0.332,0.332,0.272*,0.244*,0.501,0.254s
CDbw (↑),0.020,0.013,0.013,0.012,0.006,0.008,0.006s
VIASCKDE (↑),0.268,0.695*,0.695*,0.713*,0.693*,0.006,0.910s
COP (↓),0.261,0.252*,0.252*,0.256*,0.239*,0.292,0.015s
Sym (↑),0.011,0.008,0.008,0.009,0.009,0.000,1.069s
CS (↓),2.482,3.229,3.229,2.321*,2.347*,94.666,18.338s
SF (↑),0.414,0.406,0.406,0.427*,0.429*,0.367,0.002s
SD (↓),1044068.090,1161362.325,1161362.325,1063679.372,1025250.083*,1491337.739,0.164s
SDbw (↓),2.330,2.208*,2.208*,1.950*,2.205*,2.960,0.004s
XB* (↓),0.605,0.864,0.864,0.500*,0.450*,854.028,0.002s
S (↑),0.236,0.243*,0.243*,0.309*,0.330*,-0.001,0.080s
DB (↓),1.369,1.601,1.601,1.169*,1.153*,51.348,0.002s
CH (↑),857.611,558.034,558.034,965.261*,1169.433*,0.612,0.000s
ED-S (↑),-0.036,-0.050,-0.050,-0.012*,-0.051,-0.068,21.741s
ED-DB (↓),2.541,2.645,2.645,2.254*,2.721,13.386,8.445s
ED-CH (↑),1590.458,1333.834,1333.834,1717.608*,1487.192,157.305,9.450s
MST-S (↑),-0.069,-0.063*,-0.063*,-0.064*,-0.063*,-0.077,17.457s
MST-DB (↓),2.670,2.704,2.704,2.735,2.651*,8.426,8.923s
MST-CH (↑),1497.242,1453.846,1453.846,1488.928,1440.137,249.879,7.535s
