,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.687,0.514,0.776*,0.704*,0.716*,0.002,0.004s
GD43 (↑),2.016,1.275,2.567*,1.921,2.168*,0.054,0.001s
GD53 (↑),0.488,0.496*,0.462,0.460,0.479,0.488,0.001s
PS (↑),1.953,1.568,1.618,1.470,1.832,1.958*,0.002s
rCIP (↓),0.420,0.219*,0.183*,0.219*,0.210*,0.855,0.002s
WB (↓),3.639,8.056,2.460*,3.894,3.195*,3310.080,0.001s
XB (↓),0.455,0.946,0.294*,0.435*,0.397*,413.757,0.002s
SSE (↓),261.501,324.627,223.496*,267.717,249.211*,404.973,0.001s
RS (↑),-0.291,-0.598,-0.079*,-0.266*,-0.226*,-0.999,0.001s
DH (↓),0.675,0.757,0.575*,0.636*,0.630*,0.999,0.124s
B (↓),0.911,1.786,0.564*,0.786*,0.792*,828.327,0.001s
BH (↓),130.751,162.313,111.748*,133.858,124.606*,202.487,0.000s
D (↑),0.015,0.105*,0.161*,0.150*,0.140*,0.006,0.015s
H (↓),0.625,0.971,0.446*,0.586*,0.567*,1.995,0.001s
DBCV (↑),-0.994,-0.991*,-0.991*,-0.984*,-0.989*,-0.994,21.341s
I (↑),0.111,0.056,0.171*,0.120*,0.131*,0.000,0.001s
C (↓),0.270,0.343,0.193*,0.264*,0.232*,0.500,0.528s
CDbw (↑),0.022,0.013,0.010,0.007,0.012,0.011,0.224s
VIASCKDE (↑),0.324,0.689*,0.714*,0.700*,0.711*,-0.016,0.270s
COP (↓),0.255,0.255,0.231*,0.257,0.237*,0.293,0.037s
Sym (↑),0.013,0.008,0.012,0.010,0.010,0.000,0.011s
CS (↓),2.176,3.348,1.756*,2.241,2.253,66.283,0.022s
SF (↑),0.421,0.399,0.442*,0.426*,0.430*,0.361,0.003s
SD (↓),741573.573,918507.567,620232.889*,794776.114,767885.831,1152135.713,0.629s
SDbw (↓),2.206,2.227,1.787*,1.921*,2.142*,2.953,0.008s
XB* (↓),0.466,0.953,0.318*,0.472,0.415*,423.538,0.004s
S (↑),0.283,0.231,0.388*,0.317*,0.342*,0.000,0.335s
DB (↓),1.201,1.692,0.956*,1.127*,1.107*,36.480,0.008s
CH (↑),1112.907,502.720,1646.495*,1040.051,1267.652*,1.224,0.006s
MST-S (↑),0.017,0.025*,0.023*,0.039*,0.024*,0.001,0.739s
MST-DB (↓),2.659,2.619*,2.669,2.458*,2.652*,3.403,0.607s
MST-CH (↑),1639.143,1631.225,1643.307*,1639.715*,1643.440*,593.629,1.037s
