,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.000,0.697*,0.697*,0.696*,0.697*,0.007*,0.007s
GD43 (↑),0.001,1.306*,1.269*,1.271*,1.294*,0.059*,0.004s
GD53 (↑),0.314,0.498*,0.484*,0.488*,0.495*,0.500*,0.005s
PS (↑),1.963,1.955,1.883,1.898,1.932,1.894,0.004s
rCIP (↓),0.301,0.039*,0.038*,0.040*,0.039*,0.300*,0.002s
WB (↓),1772496.891,3.470*,3.480*,3.506*,3.485*,1093.281*,0.001s
XB (↓),221562.111,0.434*,0.434*,0.438*,0.435*,136.483*,0.001s
SSE (↓),527.836,334.830*,335.213*,336.100*,335.354*,526.873*,0.001s
RS (↑),-1.000,-0.269*,-0.268*,-0.272*,-0.270*,-0.996*,0.001s
DH (↓),0.902,0.631*,0.630*,0.632*,0.632*,0.997,0.134s
B (↓),444012.247,0.869*,0.869*,0.876*,0.872*,273.159*,0.007s
BH (↓),263.918,167.415*,167.606*,168.050*,167.677*,263.436*,0.000s
D (↑),0.160,0.306*,0.300*,0.285*,0.299*,0.153,0.015s
H (↓),2.000,0.605*,0.605*,0.608*,0.607*,1.985*,0.002s
DBCV (↑),0.753,-0.952,-0.932,-0.973,-0.961,-0.998,29.940s
I (↑),0.000,0.337*,0.337*,0.335*,0.336*,0.001*,0.003s
C (↓),0.436,0.213*,0.213*,0.215*,0.214*,0.499,0.161s
CDbw (↑),0.020,0.007,0.007,0.006,0.010,0.003,0.319s
VIASCKDE (↑),0.746,0.649,0.664,0.640,0.649,0.024,0.073s
COP (↓),0.546,0.366*,0.390*,0.401*,0.361*,0.481*,0.027s
Sym (↑),0.000,0.008*,0.008*,0.008*,0.009*,0.001*,0.005s
CS (↓),954.758,1.720*,1.726*,1.708*,1.703*,27.139*,0.007s
SF (↑),0.223,0.322*,0.322*,0.322*,0.322*,0.223,0.002s
SD (↓),8011737.650,4550045.559*,4548378.624*,5256494.370*,5250617.295*,7159642.580*,0.122s
SDbw (↓),2.000,2.224,2.225,2.243,2.225,2.929,0.005s
XB* (↓),352783.350,0.436*,0.449*,0.449*,0.440*,136.535*,0.002s
S (↑),0.112,0.354*,0.354*,0.352*,0.352*,0.001,0.060s
DB (↓),892.409,1.186*,1.185*,1.189*,1.187*,22.134*,0.002s
CH (↑),0.001,575.279*,573.481*,569.332*,572.821*,1.826*,0.001s
MST-S (↑),0.694,0.065,0.060,0.036,0.085,-0.002,0.214s
MST-DB (↓),0.612,5.848,5.867,6.534,5.835,4.495,0.212s
MST-CH (↑),1631.742,466.175,464.790,463.002,467.204,444.014,0.314s
