,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.985,0.529,0.924,0.761,0.778,-0.007,0.003s
GD43 (↑),24.324,0.645,2.392,0.979,1.262,0.007,0.001s
GD53 (↑),0.477,0.436,0.345,0.344,0.390,0.487*,0.001s
PS (↑),2.605,1.768,1.463,1.536,1.736,1.203,0.001s
rCIP (↓),0.000,0.026,0.000,0.001,0.027,0.782,0.001s
WB (↓),0.098,7.081,0.901,2.748,2.206,4666.126,0.001s
XB (↓),0.019,0.875,0.100,0.318,0.271,7530.205,0.001s
SSE (↓),21.115,522.649,208.245,387.932,351.537,669.837,0.000s
RS (↑),0.905,-0.532,0.518,0.039,-0.083,-1.997,0.000s
DH (↓),0.131,0.626,0.262,0.424,0.465,0.999,0.024s
B (↓),0.022,1.733,0.180,0.594,0.535,998.537,0.000s
BH (↓),7.038,261.324,104.123,193.966,175.769,223.279,0.000s
D (↑),0.896,0.359,0.767,0.359,0.261,0.223,0.003s
H (↓),0.046,0.918,0.137,0.378,0.433,2.997,0.000s
DBCV (↑),0.970,-0.999,0.923,-0.995,-0.997,-1.000,19.331s
I (↑),11.036,0.215,2.077,0.660,0.738,0.000,0.001s
C (↓),0.000,0.295,0.004,0.193,0.149,0.565,0.126s
CDbw (↑),0.383,0.031,1.195*,0.028,0.126,0.011,0.275s
VIASCKDE (↑),0.794,0.735,0.797*,0.776,0.750,-0.134,0.066s
COP (↓),0.152,0.365,0.298,0.296,0.291,0.457,0.017s
Sym (↑),0.194,0.002,0.105,0.023,0.004,0.000,0.004s
CS (↓),0.385,2.308,0.630,1.272,1.389,93.839,0.004s
SF (↑),0.571,0.250,0.476,0.361,0.330,0.086,0.002s
SD (↓),1130454.763,30013985.213,8799034.187,20297867.630,21356808.152,34779606.900,0.081s
SDbw (↓),0.037,1.592,0.265,1.241,0.699,2.958,0.002s
XB* (↓),0.019,1.004,0.145,0.463,0.348,7656.018,0.001s
S (↑),0.845,0.356,0.689,0.488,0.501,-0.012,0.049s
DB (↓),0.218,1.708,0.463,0.855,0.943,127.398,0.004s
CH (↑),15325.478,281.878,2214.206,726.342,904.861,0.321,0.000s
MST-S (↑),0.950,0.575,0.842,0.468,0.710,-0.197,0.142s
MST-DB (↓),0.101,1.945,0.249,0.558,0.458,14.200,0.136s
MST-CH (↑),9876.358,612.884,3662.643,2256.460,2122.559,138.861,0.166s
