,gt,dfl,dsl,vl,hl,rl,time
cSIL (↑),0.639,0.311,0.843*,0.828*,0.823*,-0.059,0.000s
GD43 (↑),0.584,0.554,2.095*,2.302*,2.257*,0.129,0.000s
GD53 (↑),0.025,0.444*,0.324*,0.438*,0.478*,0.437*,0.000s
PS (↑),1.509,1.899*,1.312,1.254,1.240,2.137*,0.000s
rCIP (↓),0.457,0.331*,0.015*,0.034*,0.043*,1.582,0.000s
WB (↓),2.617,16.732,1.626*,2.272*,2.686,209.421,0.000s
XB (↓),0.909,2.089,0.156*,0.198*,0.228*,37.017,0.000s
SSE (↓),19.215,36.839,18.491*,21.935,23.638,40.660,0.000s
RS (↑),-0.156,-0.794,-0.055*,-0.117*,-0.078*,-1.929,0.000s
DH (↓),0.443,0.857,0.449,0.474,0.474,0.969,0.000s
B (↓),0.568,4.244,0.257*,0.309*,0.351*,47.483,0.000s
BH (↓),6.405,18.419,9.246,10.968,11.819,13.553,0.000s
D (↑),0.131,0.100,0.357*,0.214*,0.170*,0.013,0.000s
H (↓),0.669,1.350,0.306*,0.344*,0.352*,2.908,0.000s
DBCV (↑),-0.077,-0.985,0.516*,-0.941,-0.838,-0.994,0.003s
I (↑),0.356,0.040,0.599*,0.480*,0.454*,0.002,0.000s
C (↓),0.233,0.433,0.079*,0.136*,0.177*,0.466,0.000s
CDbw (↑),0.217,0.035,0.032,0.050,0.023,0.042,0.799s
VIASCKDE (↑),0.407,0.310,0.448*,0.432*,0.440*,-0.042,0.002s
COP (↓),0.370,0.340*,0.277*,0.244*,0.248*,0.351*,0.002s
Sym (↑),0.057,0.017,0.077*,0.056,0.047,0.003,0.001s
CS (↓),1.489,4.014,1.285*,1.428*,1.394*,15.421,0.000s
SF (↑),0.387,0.326,0.421*,0.406*,0.420*,0.206,0.000s
SD (↓),94132.462,231742.103,128713.305,142594.802,142800.821,242001.449,0.003s
SDbw (↓),1.553,2.530,1.243*,1.313*,1.389*,2.758,0.001s
XB* (↓),2.039,2.353,0.240*,0.226*,0.238*,40.533,0.000s
S (↑),0.356,0.123,0.563*,0.515*,0.493*,-0.057,0.001s
DB (↓),0.878,2.477,0.702*,0.762*,0.733*,9.199,0.001s
CH (↑),67.060,14.105,145.186*,103.862*,87.878*,0.838,0.000s
ED-S (↑),0.292,-0.091,0.489*,0.468*,0.440*,-0.147,0.135s
ED-DB (↓),1.298,3.628,1.100*,1.133*,1.099*,6.961,0.038s
ED-CH (↑),59.967,69.715*,86.326*,83.788*,76.514*,13.401,0.037s
MST-S (↑),0.364,0.064,0.483*,0.442*,0.470*,0.008,0.004s
MST-DB (↓),1.214,2.745,1.282,1.389,1.279,6.190,0.004s
MST-CH (↑),69.801,66.679,90.735*,80.085*,83.220*,13.812,0.005s
idea (↑),1.876,0.418,0.833,0.701,0.820,0.058,0.009s
