K,Silhouette_Score,Is_Estimated_K,Is_True_K
2,0.6364263807221828,True,False
3,0.5105271551772785,False,True
4,0.4600602378123358,False,False
5,0.4208491949384754,False,False
6,0.4766894990667033,False,False
7,0.4732108502595569,False,False
8,0.46077587201664755,False,False
9,0.45758174851441763,False,False
10,0.462757893173022,False,False
