,ecoli,glass,ionosphere,sonar,wdbc,wine
cSIL,-0.7890435625735854,0.47278777574983344,0.08393782383419689,0.8737623762376238,0.27283040272263187,0.5609386828160484
GD43,-0.5823810513193435,0.11366522187873382,-0.8220041097949401,0.5470297029702971,-0.22631877481565513,0.11216377084530306
GD53,-0.8331055535563253,-0.851105004760122,,0.23798323626871629,-0.7631727402561557,-0.562513935566854
PS,-0.9502735646512915,-0.8882175235100132,-0.9025906735751296,-0.12128712871287128,-0.9160521837776516,-0.5079485238455714
rCIP,0.9477803171964819,0.9179911563596043,0.9046632124352331,0.12128712871287128,0.911514463981849,0.36563209689629067
WB,-0.9066417341921185,-0.7712246603127957,-0.9025906735751296,0.05940594059405941,0.2807714123652864,0.17789553368660105
XB,0.8476348777616178,0.39712772050851913,0.7139896373056994,-0.5074257425742574,0.30799773114010204,-0.8470855412566237
SSE,-0.9689729205623657,-0.8974998913984152,-0.9025906735751296,-0.12128712871287128,-0.9183210436755529,-0.3792581377744133
RS,-0.920354595193573,0.33924427546857844,-0.6911917098445596,0.0,-0.6710153148043108,-0.32172596517789553
DH,-0.7968003324329941,-0.6864573761998417,-0.7160621761658031,-0.2202970297029703,-0.9228587634713555,-0.5609386828160484
B,-0.9257566313456611,-0.671570559775046,-0.7015544041450776,-0.7103960396039604,-0.8502552467385138,-0.6881150643451929
BH,-0.9689729205623657,-0.9052060081359565,-0.9025906735751296,-0.12128712871287128,-0.9183210436755529,-0.36563209689629067
D,-0.8735019386284881,-0.7377053262324599,-0.7435114684926285,0.47394686854668805,-0.2433352240499149,-0.3546800321324448
H,0.943070849781841,0.8554665273754628,0.7450777202072538,-0.06188118811881189,0.8650028360748723,0.3868281604844814
DBCV,-0.7174319551215459,-0.0002627085251434526,-0.7554404145077721,0.48019801980198024,0.8128190584231424,0.7577592732778198
I,-0.8110672484244061,-0.934629362952023,-0.9626943005181346,-0.12128712871287128,-0.9160521837776516,-0.2626797880393641
C,0.6927765080684258,-0.3589474148543374,-0.8735751295336787,-0.09158415841584158,-0.9387407827566647,-0.11127933383800151
VIASCKDE,,0.625,,,,0.802469135802469
COP,-0.7311448161230002,0.4067416879859187,-1.0,0.7815126050420168,0.9626168224299064,0.4458743376230129
Sym,-0.7858577463813284,0.1277639127280991,-0.25803108808290154,-0.12128712871287128,-0.9160521837776516,-0.2626797880393641
CS,0.7531685019738209,-0.5840010513938951,-0.3740932642487046,-0.45544554455445546,-0.885422575155984,-0.5609386828160484
SF,-0.9681418380774292,-0.5857524415615182,-0.6911917098445596,-0.06683168316831684,-0.8661372660238229,-0.36866010598031795
SD,-0.9581688482581896,-0.8691273706829222,-0.8818652849740931,-0.23514851485148514,-0.9319342030629608,-0.5609386828160484
SDbw,-0.9831882317622336,-0.625,-1.0,,-1.0,-1.0
XB*,0.8829558833714246,0.5497613736168652,0.8469133252432718,-0.31188118811881194,0.4429948950652297,0.09549077788181205
S,-0.8268578156382022,-0.7535356196198032,-0.732642487046632,-0.16584158415841585,-0.859330686330119,-0.21574564723694173
DB,0.7916753237758848,-0.3450238630217344,0.7243523316062176,-0.9405940594059405,0.11627906976744184,-0.5049205147615442
CH,0.860932197520604,0.7313805339993719,0.8321243523316061,-0.5074257425742574,-0.7833238797504254,-0.4095382286146858
AD-S,-0.9159221552739111,-0.3291737820047461,-0.6704663212435232,0.5173267326732673,-0.5290947135463038,-0.42165026495079483
AD-DB,0.9364221899023478,-0.016025220033750606,0.6704663212435232,-0.9009900990099011,-0.9500850822461713,-0.1794095382286147
AD-CH,0.2685088995082762,0.36980603389360006,0.25181347150259065,-0.5,0.08224617129892228,-0.4201362604087812
AD-idea,0.16614724011358128,0.6857568201327924,0.7989637305699482,0.12376237623762378,0.9217243335224049,0.8274034822104466
