Metric,Correlation,P-value
cSIL,,
GD43,,
GD53,,
PS,,
rCIP,,
WB,,
XB,,
SSE,-0.0038114676600238487,0.9892440500608891
RS,,
DH,0.2844469450584549,0.3041801936997092
B,0.28580633647695797,0.30177375247456806
BH,0.3677249509011892,0.17750987866037188
D,-0.21656211212819013,0.43819428351179324
H,,
DBCV,0.1250591602851887,0.656982572281168
I,0.05315069879682174,0.8507787907264382
C,0.04522160263844338,0.8728585217453504
VIASCKDE,0.26325685121145037,0.3631549673962543
COP,0.057772975001600495,0.8379536809499062
Sym,0.25136729738498487,0.3661460623020478
CS,0.25258246152374997,0.3637554023332332
SF,0.2414808537332788,0.3859139459638862
SD,0.20431987114081354,0.46512302225968444
SDbw,0.3470691803631932,0.20500231949174766
XB*,0.2619989602479812,0.3455227099749432
S,0.17954215460161652,0.5219944008110103
DB,0.31481529490641236,0.253097379879957
CH,0.3039042171595632,0.27080435138871667
AD-S,0.4082207606685647,0.13089328816256812
AD-DB,-0.4915442424655289,0.06275667655243983
AD-CH,0.3369180744797789,0.21945601697261038
AD-idea,-0.05901394648614501,0.834516748631017
