Metric,Correlation,P-value
cSIL,0.3248047314827224,0.09832229680461796
GD43,0.25134766966121175,0.20599292770326602
GD53,0.3138851781548217,0.11084309710967308
PS,0.217585605921767,0.2756087757729139
rCIP,-0.30757619533695546,0.11859535413895989
WB,0.16380536681861876,0.414260912993078
XB,0.16286324021193865,0.4169875486325392
SSE,-0.21147361950018867,0.2896510356413189
RS,0.449825895234152,0.018563599099485496
DH,-0.24010406994270167,0.22769182791910506
B,0.1638556468201801,0.4141156750135774
BH,-0.07266653557731242,0.7187003680188973
D,0.24419040055323754,0.2196358161848639
H,-0.4174221452157918,0.030284141061270448
DBCV,0.46740983024839683,0.013960451982851426
I,0.26706059868163734,0.17809828508977443
C,-0.03837778117201236,0.8492696899111531
CDbw,0.10998676481207238,0.5849790054943967
VIASCKDE,-0.14382168180178384,0.4741820234023159
COP,-0.11856196271901481,0.5558624092687445
Sym,0.3625541121112672,0.06309104997216725
CS,0.11426446146052296,0.5703712203073841
SF,0.3257590579899794,0.09728065565812938
SD,-0.461920122483484,0.015282902643198905
SDbw,-0.1918975862521465,0.33761004001505257
XB*,0.16313522545586015,0.4161993705105754
S,0.2399885215709824,0.2279224601594733
DB,0.11984710905132234,0.5515567220406277
CH,0.17201684147773266,0.3909186713210281
AD-S,0.285802799901711,0.14841634173006654
AD-DB,-0.5182508998482981,0.0056190132218795485
AD-CH,0.04797064153482431,0.812187852303871
AD-idea,0.17446831569241364,0.3840983826285876
