Metric,Correlation,P-value
cSIL,0.03525612991204108,0.8614084489506499
GD43,0.07619663866878282,0.7056204529368719
GD53,0.26310595326966685,0.1848558193158322
PS,0.5003426415223722,0.007863367348628221
rCIP,-0.25226812814705263,0.20428130942125847
WB,-0.2470100130767908,0.214190393388686
XB,0.10000212150392168,0.6196930882825809
SSE,0.053933222300923726,0.7893315619698127
RS,-0.060449246447150905,0.7645475360490844
DH,0.07132617638652561,0.7236872971508951
B,-0.24700826675235543,0.21419373746079193
BH,0.07431301154597945,0.7125898764483276
D,0.039576150645287904,0.8446184881998676
H,-0.10512440719046356,0.6017784453310427
DBCV,0.1860831432575093,0.3527255626235995
I,0.191053859884555,0.33977884176536455
C,0.11139964410375183,0.580136182899551
CDbw,-0.1870015568057092,0.35031168265280943
VIASCKDE,-0.16910570822448334,0.39910673686185655
COP,-0.06247256229947113,0.7568963518945716
Sym,-0.03206219128163911,0.873860163363285
CS,-0.24889669017360763,0.210598177217199
SF,0.02845468390176567,0.8879593924711092
SD,-0.1854704425994628,0.35434141040877914
SDbw,0.26877781109576876,0.17521840136630026
XB*,0.10151315529510907,0.6143857221206274
S,0.018262388608241656,0.9279604732310376
DB,-0.07551882001939382,0.7081257483309568
CH,0.12459635200031204,0.5357800132547682
AD-S,0.19978218432190895,0.3177480644398596
AD-DB,-0.1998749099540467,0.3175188489906527
AD-CH,0.013890142487864108,0.9451781287821279
AD-idea,0.13670905376565723,0.49653549796172647
