Metric,Correlation,P-value
cSIL,0.48066525753318284,0.0697276537630322
GD43,0.557061121533981,0.030990967660902542
GD53,0.00607601636669202,0.9828542044467824
PS,0.05262022374865628,0.852252945158469
rCIP,-0.23161175540448187,0.4062046896266703
WB,-0.7548403307059756,0.0011425408853663048
XB,-0.4385336571579812,0.10201473089159831
SSE,-0.07479555124801124,0.791070185119699
RS,0.8225037699516639,0.0001669418145599108
DH,-0.34092224917626135,0.21367999301217766
B,-0.25079735302901934,0.3672703057325418
BH,-0.012080405803051312,0.9659173437029821
D,0.6295147147947766,0.011912767872907456
H,-0.42935324398578656,0.11023920153638317
DBCV,0.5507401176910943,0.03336830116079072
I,0.6259811990634617,0.01254682502130073
C,-0.40038211427196246,0.13918221244941242
VIASCKDE,0.24590813413113669,0.4180280340677092
COP,-0.1785794920442867,0.5242653195575392
Sym,0.63434357398439,0.011086860852960265
CS,-0.31396265400608414,0.2544548916744125
SF,0.5296280282565099,0.04230752685990855
SD,-0.29573847305010204,0.284531210298627
SDbw,-0.38049907037294745,0.1617783921898786
XB*,-0.5022646033066557,0.05639631365820103
S,0.45261088508003594,0.09025189943737857
DB,-0.4169992460294274,0.12201719467232312
CH,0.2662662103864804,0.33743227213752486
AD-S,0.5201787321494601,0.04683817629790738
AD-DB,-0.6999128109509821,0.0036721345895162614
AD-CH,-0.07586268798933445,0.7881514466094326
AD-idea,0.1026060792096548,0.7159484409631661
