Metric,Correlation,P-value
cSIL,0.1067368494228074,0.7049765461472258
GD43,0.2871327263868098,0.29943650130107285
GD53,-0.08973491091536857,0.7504597161390695
PS,-0.29547850440313633,0.28497489301657836
rCIP,-0.5081660331055796,0.05310304955919802
WB,-0.26849039432348526,0.33325818300552656
XB,-0.3088329511054035,0.26271576238117356
SSE,0.1267303671808239,0.6526630451895389
RS,0.15006299160356093,0.5934733580291138
DH,-0.15101869306309898,0.5910957777680335
B,-0.1881417542836161,0.501907642310538
BH,0.09271544499910252,0.7424263197478809
D,0.37528284004936124,0.16808615742047434
H,-0.4128931085069521,0.12611594725822983
DBCV,0.6819297409092047,0.005105573145045981
I,0.4825271851971442,0.06849675720147347
C,-0.5140759113799425,0.049948621006094325
VIASCKDE,0.3310848259967328,0.2280450107220505
COP,0.27246140421739845,0.3258791152193526
Sym,0.49412776038738565,0.06117846312131545
CS,-0.15891395206637726,0.5716034841748852
SF,0.46904628928409586,0.07777118372973535
SD,0.12413665652764552,0.6593712787105015
SDbw,-0.22786089986298133,0.4140602969522813
XB*,-0.03010975875838292,0.9151691496468175
S,0.6608797298620686,0.0073106865145090875
DB,-0.4983501571933456,0.0586615007053656
CH,0.49003435061066575,0.0636926012230342
AD-S,0.6864236525740633,0.0047117330119418235
AD-DB,-0.5520580827025053,0.03286167961821793
AD-CH,0.25007806943993405,0.3686918227425917
AD-idea,-0.23073889905336473,0.4080257338123007
