Metric,Correlation,P-value
cSIL,-0.2969699832231751,0.13251546081025375
GD43,0.05190969142808589,0.7970702831175919
GD53,0.0010833946297530927,0.9957208944273603
PS,-0.058566635583125845,0.7716860856526195
rCIP,0.19646755088023285,0.32600853193859536
WB,0.1275541846763491,0.5260633732886757
XB,0.1833790427196422,0.3598899317993387
SSE,0.3483159379504303,0.07499500718631841
RS,-0.10128607537022308,0.6151821188891162
DH,0.07878258275690175,0.6960901858811533
B,0.12754456760186128,0.5260948283228921
BH,0.2979924878557625,0.13112402644730223
D,0.09342562103603284,0.6430069038364674
H,0.1671411273400562,0.4046867508124929
DBCV,0.5709700385338512,0.0018683386243772478
I,0.10216543762233651,0.6121004639000265
C,0.4037651864419512,0.03674244846790362
CDbw,0.21341221924499312,0.28514904228979854
VIASCKDE,0.1798360371358761,0.3793539173161035
COP,0.2618978811835078,0.18695514742309352
Sym,0.1653655777287492,0.4097673052751606
CS,0.1302013797332231,0.5174395173801251
SF,0.19587137518074324,0.32750804570964587
SD,0.14281384453453908,0.47731751504477116
SDbw,0.29221907414793596,0.13912148311000894
XB*,0.18361516217472812,0.3592609519542757
S,-0.2663570523088004,0.17928767312918303
DB,0.17090234136847965,0.3940420150061635
CH,0.05782095827590042,0.7745186299089208
AD-S,0.6047856287416068,0.0008327951320380151
AD-DB,-0.6745004483215472,0.00011415278492633967
AD-CH,0.2730968161715194,0.1681196645744188
AD-idea,0.297770931835419,0.13142461604151195
