Metric,Correlation,P-value
cSIL,0.9005486471394905,0.0022793061764113096
GD43,0.9627295097454576,0.0001258391371656502
GD53,0.3749509447391717,0.36007998589329426
PS,0.06620881541456607,0.8762207857997941
rCIP,-0.3591925262264425,0.3822002948214136
WB,-0.7679671670268267,0.02604840162164129
XB,-0.5970555347096073,0.11811383643257548
SSE,-0.37520227320479443,0.3597320090863215
RS,0.5029954118703414,0.2038846524335407
DH,-0.31765300635933325,0.4432531420622139
B,-0.4427134332157239,0.27199702239602125
BH,-0.21453692402441005,0.6099157094228527
D,0.267056897155473,0.5225668455348433
H,-0.8020761205198172,0.016620147493376754
DBCV,0.3788353899272977,0.35471887321820617
I,0.008587731355344018,0.983898795363358
C,-0.6108218166122938,0.10769734348969949
VIASCKDE,-0.1875827404047288,0.6564459253216302
COP,-0.2863714045700602,0.49168752058007503
Sym,0.4620265757943197,0.24909010025613215
CS,-0.6237860241089938,0.098385340679272
SF,0.7270091743181782,0.041016045987718214
SD,-0.2829957478682212,0.49703251853461405
SDbw,-0.6191579186827922,0.13817585305195773
XB*,-0.5717141726463402,0.13871719191630483
S,0.8829222704129969,0.0036679786542174256
DB,-0.7115164478075321,0.047783958341427346
CH,0.22354249341284677,0.5946118659944568
AD-S,0.5470668921890977,0.16053353799392187
AD-DB,-0.3645668906178625,0.37458986284495516
AD-CH,0.35066025043164406,0.3944214376864229
AD-idea,-0.22473094482631165,0.5926017882509769
