Metric,Correlation,P-value
cSIL,0.8598694128643923,0.006176485611928388
GD43,0.9329622571168282,0.0007158180877397529
GD53,0.36209495724540136,0.3780818107975775
PS,0.0829980641449284,0.8450918365010414
rCIP,-0.3517021270530776,0.39292005450284895
WB,-0.7736446267956898,0.024294863475185266
XB,-0.5040608260430977,0.2027715576994961
SSE,-0.3425229095487367,0.4062333731123755
RS,0.5022592149723921,0.20465566536137966
DH,-0.31613826707698833,0.44555149041112646
B,-0.45035167587530023,0.26281723417206515
BH,-0.19103502596551458,0.650428547103857
D,0.210456704366051,0.6168907947451417
H,-0.7695265977433486,0.025559214813343598
DBCV,0.3721558204319326,0.36396024902739543
I,0.040467422028868334,0.9242063804315249
C,-0.5561744952088032,0.15226808745832823
VIASCKDE,-0.13657864490881225,0.7470818450708502
COP,-0.31829214228249947,0.44228483990667905
Sym,0.3571181599858396,0.3851558917684421
CS,-0.530120479054629,0.17654712669816033
SF,0.7332836775413873,0.038451499814974054
SD,-0.21712371583016335,0.6055068289833474
SDbw,-0.6242229859697463,0.13404389287532983
XB*,-0.4902954676734428,0.2173986427839287
S,0.8245285017222265,0.011791835835445765
DB,-0.7029637520332348,0.05179010913171414
CH,0.2808520157778359,0.500438458003618
AD-S,0.5687815640374958,0.14122115457439294
AD-DB,-0.3305377994723328,0.4239032831656002
AD-CH,0.42371266092954973,0.29550506212361605
AD-idea,-0.27274453959224654,0.5133996855787913
