Metric,Correlation,P-value
cSIL,0.2602896610829502,0.5335523573510261
GD43,0.04424656128450859,0.9171459140800988
GD53,0.4852853425409239,0.2228540588194154
PS,0.521880882387522,0.18463008837245126
rCIP,-0.1222192440356596,0.7731107599911899
WB,-0.788292891080966,0.020114665498611822
XB,-0.3447428853803325,0.402995915498825
SSE,-0.21157195590556208,0.6149817732733629
RS,0.4933440416108324,0.21411341151240856
DH,0.09861996193897439,0.8162830325542914
B,-0.1768644492941268,0.6752298876096066
BH,-0.1880297193376634,0.6556659177508859
D,-0.2918724924764196,0.483025362217153
H,-0.16680429830571109,0.6929949014275731
DBCV,-0.18212667871834048,0.6659887889249709
I,0.045156755833693066,0.915446113166126
C,-0.315714226887345,0.4461957742450497
VIASCKDE,0.09957389754067891,0.8317948754739716
COP,-0.19041317693961227,0.6515112310704987
Sym,0.004361380983343954,0.9918225143564339
CS,0.16909293907504702,0.6889423708421377
SF,0.3798432659055557,0.3533338437864774
SD,0.09525096120361186,0.8224817422100663
SDbw,-0.5638445246569974,0.24386212133556778
XB*,-0.272087842385938,0.51445502178506
S,0.18511631744503684,0.6607548558088563
DB,-0.10634558334459111,0.8021003092216517
CH,0.35590740173365293,0.3868856533793669
AD-S,-0.1949451622251841,0.643633014354525
AD-DB,0.08775224617870095,0.8363072525880444
AD-CH,0.3598124237104823,0.3813190105072906
AD-idea,-0.4586498829111619,0.25302236335187894
