Metric,Correlation,P-value
cSIL,-0.4966024446831819,0.21063082962355162
GD43,0.18378482380428618,0.6630844201212498
GD53,0.6548384620311325,0.07802765976775239
PS,0.4875965373816877,0.2203287543574675
rCIP,-0.28604159955020136,0.492208745418293
WB,-0.6066165097538618,0.11082152999219701
XB,-0.46593019508128386,0.24458295009496123
SSE,-0.1369057112271087,0.7464913149150663
RS,0.6877484149645817,0.05940069397304522
DH,0.5919640751050051,0.12210462710149415
B,0.11178570795865041,0.7921413507553008
BH,0.45220258080546644,0.2606163759854837
D,0.08761097879592854,0.8365680718125865
H,-0.46078536080075266,0.250531926899626
DBCV,-0.2518150869227323,0.5474267696467068
I,0.3884104340019568,0.34166121124618426
C,-0.2347376195330144,0.5757677637799887
VIASCKDE,,
COP,0.8696559020409902,0.1303440979590098
Sym,0.059254414858125354,0.8891577573733875
CS,0.5335995214523592,0.17319245218790977
SF,0.31745328238083914,0.44355590689990826
SD,0.08316105016984264,0.8447904417626235
SDbw,,
XB*,-0.3838893287674682,0.34779868758816834
S,0.1964286557689462,0.6410604159044191
DB,0.3454804416162042,0.4019227972824551
CH,0.3278987537386675,0.4278369974321961
AD-S,-0.6026287565331401,0.11383106403192465
AD-DB,0.5891282268969494,0.12435983603165697
AD-CH,0.3411764801033544,0.40820235935207294
AD-idea,-0.7078679745260177,0.04946922133001511
